1712596776315601920 ('EPT', 'BID') 3 4474 25
[REJECTED] 1712597164893172467 ('DLO', 'ASK')
[REJECTED] 1712597164893172468 ('DLO', 'BID')
[REJECTED] 1712597164893172469 ('DLO', 'ASK')
[REJECTED] 1712597164893172470 ('DLO', 'BID')
[REJECTED] 1712597164893172471 ('DLO', 'ASK')
[REJECTED] 1712597164893172472 ('MKU', 'BID')
[REJECTED] 1712597164893172473 ('MKU', 'ASK')
[REJECTED] 1712597164893172474 ('MKU', 'BID')
[REJECTED] 1712597164893172475 ('MKU', 'ASK')
[REJECTED] 1712597164893172476 ('MKU', 'BID')
[REJECTED] 1712597164893172477 ('MKU', 'ASK')
[REJECTED] 1712597164893172478 ('IGM', 'BID')
[REJECTED] 1712597164893172479 ('IGM', 'ASK')
[REJECTED] 1712597164893172480 ('IGM', 'BID')
[REJECTED] 1712597164893172481 ('IGM', 'ASK')
[REJECTED] 1712597164893172482 ('IGM', 'BID')
[REJECTED] 1712597164893172483 ('IGM', 'ASK')
[REJECTED] 1712597164893172485 ('BRV', 'ASK')
[REJECTED] 1712597164893172486 ('BRV', 'BID')
[REJECTED] 1712597164893172487 ('BRV', 'ASK')
[REJECTED] 1712597164893172488 ('BRV', 'BID')
[REJECTED] 1712597164893172489 ('BRV', 'ASK')
[REJECTED] 1712597185084575488 ('EPT', 'BID')
[REJECTED] 1712597185084575489 ('EPT', 'ASK')
[REJECTED] 1712597185084575490 ('DLO', 'BID')
[REJECTED] 1712597185084575491 ('DLO', 'ASK')
[REJECTED] 1712597185084575492 ('MKU', 'BID')
[REJECTED] 1712597185084575493 ('MKU', 'ASK')
[REJECTED] 1712597185084575494 ('IGM', 'BID')
[REJECTED] 1712597185084575495 ('IGM', 'ASK')
1712597185084575497 ('BRV', 'ASK') 3 5060 -559
[REJECTED] 1712597185084575498 ('EPT', 'BID')
[REJECTED] 1712597185084575499 ('EPT', 'ASK')
[REJECTED] 1712597185084575500 ('EPT', 'BID')
[REJECTED] 1712597185084575501 ('EPT', 'ASK')
[REJECTED] 1712597185084575502 ('EPT', 'BID')
[REJECTED] 1712597185084575503 ('EPT', 'ASK')
[REJECTED] 1712597185084575504 ('DLO', 'BID')
[REJECTED] 1712597185084575505 ('DLO', 'ASK')
[REJECTED] 1712597185084575506 ('DLO', 'BID')
[REJECTED] 1712597185084575507 ('DLO', 'ASK')
[REJECTED] 1712597185084575508 ('DLO', 'BID')
[REJECTED] 1712597185084575509 ('DLO', 'ASK')
[REJECTED] 1712597185084575510 ('MKU', 'BID')
[REJECTED] 1712597185084575511 ('MKU', 'ASK')
[REJECTED] 1712597185084575512 ('MKU', 'BID')
[REJECTED] 1712597185084575513 ('MKU', 'ASK')
[REJECTED] 1712597185084575514 ('MKU', 'BID')
[REJECTED] 1712597185084575515 ('MKU', 'ASK')
[REJECTED] 1712597185084575516 ('IGM', 'BID')
[REJECTED] 1712597185084575517 ('IGM', 'ASK')
[REJECTED] 1712597185084575518 ('IGM', 'BID')
[REJECTED] 1712597185084575519 ('IGM', 'ASK')
[REJECTED] 1712597185084575520 ('IGM', 'BID')
[REJECTED] 1712597185084575521 ('IGM', 'ASK')
[REJECTED] 1712597185084575523 ('BRV', 'ASK')
[REJECTED] 1712597185084575524 ('BRV', 'BID')
[REJECTED] 1712597185084575525 ('BRV', 'ASK')
[REJECTED] 1712597185084575526 ('BRV', 'BID')
[REJECTED] 1712597185084575527 ('BRV', 'ASK')
[CANCELLED] 1712597185084575496 ('BRV', 'BID')
[CANCELLED] 1712597185084575522 ('BRV', 'BID')
[REJECTED] 1712597185084575528 ('SCP', 'ASK')
[REJECTED] 1712597185084575529 ('SCP', 'ASK')
[REJECTED] 1712597185084575530 ('SCP', 'ASK')
[REJECTED] 1712597185084575531 ('SCP', 'ASK')
[REJECTED] 1712597185084575532 ('EPT', 'BID')
[REJECTED] 1712597185084575533 ('EPT', 'ASK')
[REJECTED] 1712597185084575534 ('DLO', 'BID')
[REJECTED] 1712597185084575535 ('DLO', 'ASK')
[REJECTED] 1712597185084575536 ('MKU', 'BID')
[REJECTED] 1712597185084575537 ('MKU', 'ASK')
[REJECTED] 1712597185084575538 ('IGM', 'BID')
[REJECTED] 1712597185084575539 ('IGM', 'ASK')
[REJECTED] 1712597185084575541 ('BRV', 'ASK')
[REJECTED] 1712597185084575542 ('EPT', 'BID')
[REJECTED] 1712597185084575543 ('EPT', 'ASK')
[REJECTED] 1712597185084575544 ('EPT', 'BID')
[REJECTED] 1712597185084575545 ('EPT', 'ASK')
[REJECTED] 1712597185084575546 ('EPT', 'BID')
[REJECTED] 1712597185084575547 ('EPT', 'ASK')
[REJECTED] 1712597185084575548 ('DLO', 'BID')
[REJECTED] 1712597185084575549 ('DLO', 'ASK')
[REJECTED] 1712597185084575550 ('DLO', 'BID')
[REJECTED] 1712597185084575551 ('DLO', 'ASK')
[REJECTED] 1712597185084575552 ('DLO', 'BID')
[REJECTED] 1712597185084575553 ('DLO', 'ASK')
[REJECTED] 1712597185084575554 ('MKU', 'BID')
[REJECTED] 1712597185084575555 ('MKU', 'ASK')
[REJECTED] 1712597185084575556 ('MKU', 'BID')
[REJECTED] 1712597185084575557 ('MKU', 'ASK')
[REJECTED] 1712597185084575558 ('MKU', 'BID')
[REJECTED] 1712597185084575559 ('MKU', 'ASK')
[REJECTED] 1712597185084575560 ('IGM', 'BID')
[REJECTED] 1712597185084575561 ('IGM', 'ASK')
[REJECTED] 1712597185084575562 ('IGM', 'BID')
[REJECTED] 1712597185084575563 ('IGM', 'ASK')
[REJECTED] 1712597185084575564 ('IGM', 'BID')
[REJECTED] 1712597185084575565 ('IGM', 'ASK')
[REJECTED] 1712597185084575566 ('BRV', 'BID')
[REJECTED] 1712597185084575567 ('BRV', 'ASK')
[REJECTED] 1712597185084575568 ('BRV', 'BID')
[REJECTED] 1712597185084575569 ('BRV', 'ASK')
[REJECTED] 1712597185084575570 ('BRV', 'BID')
[REJECTED] 1712597185084575571 ('BRV', 'ASK')
[REJECTED] 1712597190289658880 ('EPT', 'BID')
[REJECTED] 1712597190289658881 ('EPT', 'ASK')
[REJECTED] 1712597190289658883 ('DLO', 'ASK')
[REJECTED] 1712597190289658884 ('MKU', 'BID')
[REJECTED] 1712597190289658885 ('MKU', 'ASK')
[REJECTED] 1712597190289658886 ('IGM', 'BID')
[REJECTED] 1712597190289658887 ('IGM', 'ASK')
1712597190289658889 ('BRV', 'ASK') 3 5163 -662
[REJECTED] 1712597190289658890 ('EPT', 'BID')
[REJECTED] 1712597190289658891 ('EPT', 'ASK')
[REJECTED] 1712597190289658892 ('EPT', 'BID')
[REJECTED] 1712597190289658893 ('EPT', 'ASK')
[REJECTED] 1712597190289658894 ('EPT', 'BID')
[REJECTED] 1712597190289658895 ('EPT', 'ASK')
[REJECTED] 1712597190289658896 ('DLO', 'BID')
[REJECTED] 1712597190289658897 ('DLO', 'ASK')
[REJECTED] 1712597190289658898 ('DLO', 'BID')
[REJECTED] 1712597190289658899 ('DLO', 'ASK')
[REJECTED] 1712597190289658900 ('DLO', 'BID')
[REJECTED] 1712597190289658901 ('DLO', 'ASK')
[REJECTED] 1712597190289658902 ('MKU', 'BID')
[REJECTED] 1712597190289658903 ('MKU', 'ASK')
[REJECTED] 1712597190289658904 ('MKU', 'BID')
[REJECTED] 1712597190289658905 ('MKU', 'ASK')
[REJECTED] 1712597190289658906 ('MKU', 'BID')
[REJECTED] 1712597190289658907 ('MKU', 'ASK')
[REJECTED] 1712597190289658908 ('IGM', 'BID')
[REJECTED] 1712597190289658909 ('IGM', 'ASK')
[REJECTED] 1712597190289658910 ('IGM', 'BID')
[REJECTED] 1712597190289658911 ('IGM', 'ASK')
[REJECTED] 1712597190289658912 ('IGM', 'BID')
[REJECTED] 1712597190289658913 ('IGM', 'ASK')
[REJECTED] 1712597190289658914 ('BRV', 'BID')
[REJECTED] 1712597190289658915 ('BRV', 'ASK')
[REJECTED] 1712597190289658916 ('BRV', 'BID')
[REJECTED] 1712597190289658917 ('BRV', 'ASK')
[REJECTED] 1712597190289658918 ('BRV', 'BID')
[REJECTED] 1712597190289658919 ('BRV', 'ASK')
[CANCELLED] 1712597190289658882 ('DLO', 'BID')
[CANCELLED] 1712597190289658888 ('BRV', 'BID')
[REJECTED] 1712597190289658920 ('SCP', 'ASK')
[REJECTED] 1712597190289658921 ('SCP', 'ASK')
[REJECTED] 1712597190289658922 ('EPT', 'BID')
[REJECTED] 1712597190289658923 ('EPT', 'ASK')
[REJECTED] 1712597190289658924 ('DLO', 'BID')
[REJECTED] 1712597190289658926 ('MKU', 'BID')
[REJECTED] 1712597190289658927 ('MKU', 'ASK')
[REJECTED] 1712597190289658928 ('IGM', 'BID')
[REJECTED] 1712597190289658929 ('IGM', 'ASK')
[REJECTED] 1712597190289658931 ('BRV', 'ASK')
[REJECTED] 1712597190289658932 ('EPT', 'BID')
[REJECTED] 1712597190289658933 ('EPT', 'ASK')
[REJECTED] 1712597190289658934 ('EPT', 'BID')
[REJECTED] 1712597190289658935 ('EPT', 'ASK')
[REJECTED] 1712597190289658936 ('EPT', 'BID')
[REJECTED] 1712597190289658937 ('EPT', 'ASK')
[REJECTED] 1712597190289658938 ('DLO', 'BID')
[REJECTED] 1712597190289658939 ('DLO', 'ASK')
[REJECTED] 1712597190289658940 ('DLO', 'BID')
[REJECTED] 1712597190289658941 ('DLO', 'ASK')
[REJECTED] 1712597190289658942 ('DLO', 'BID')
[REJECTED] 1712597190289658943 ('DLO', 'ASK')
[REJECTED] 1712597190289658944 ('MKU', 'BID')
[REJECTED] 1712597190289658945 ('MKU', 'ASK')
[REJECTED] 1712597190289658946 ('MKU', 'BID')
[REJECTED] 1712597190289658947 ('MKU', 'ASK')
[REJECTED] 1712597190289658948 ('MKU', 'BID')
[REJECTED] 1712597190289658949 ('MKU', 'ASK')
[REJECTED] 1712597190289658950 ('IGM', 'BID')
[REJECTED] 1712597190289658951 ('IGM', 'ASK')
[REJECTED] 1712597190289658952 ('IGM', 'BID')
[REJECTED] 1712597190289658953 ('IGM', 'ASK')
[REJECTED] 1712597190289658954 ('IGM', 'BID')
[REJECTED] 1712597190289658955 ('IGM', 'ASK')
[REJECTED] 1712597190289658956 ('BRV', 'BID')
[REJECTED] 1712597190289658957 ('BRV', 'ASK')
[REJECTED] 1712597190289658958 ('BRV', 'BID')
[REJECTED] 1712597190289658959 ('BRV', 'ASK')
[REJECTED] 1712597190289658960 ('BRV', 'BID')
[REJECTED] 1712597190289658961 ('BRV', 'ASK')
[CANCELLED] 1712597190289658925 ('DLO', 'ASK')
[CANCELLED] 1712597190289658930 ('BRV', 'BID')
[REJECTED] 1712597190289658962 ('SCP', 'ASK')
[REJECTED] 1712597190289658963 ('SCP', 'ASK')
[REJECTED] 1712597190289658964 ('SCP', 'ASK')
[REJECTED] 1712597190289658965 ('SCP', 'ASK')
[REJECTED] 1712597190289658966 ('EPT', 'BID')
[REJECTED] 1712597190289658967 ('EPT', 'ASK')
1712597190289658968 ('DLO', 'BID') 3 4978 3
[REJECTED] 1712597190289658969 ('DLO', 'ASK')
[REJECTED] 1712597190289658970 ('MKU', 'BID')
[REJECTED] 1712597190289658971 ('MKU', 'ASK')
[REJECTED] 1712597190289658972 ('IGM', 'BID')
[REJECTED] 1712597190289658973 ('IGM', 'ASK')
[REJECTED] 1712597190289658974 ('BRV', 'BID')
[REJECTED] 1712597190289658976 ('EPT', 'BID')
[REJECTED] 1712597190289658977 ('EPT', 'ASK')
[REJECTED] 1712597190289658978 ('EPT', 'BID')
[REJECTED] 1712597190289658979 ('EPT', 'ASK')
[REJECTED] 1712597190289658980 ('EPT', 'BID')
[REJECTED] 1712597190289658981 ('EPT', 'ASK')
[REJECTED] 1712597190289658982 ('DLO', 'BID')
[REJECTED] 1712597190289658983 ('DLO', 'ASK')
[REJECTED] 1712597190289658984 ('DLO', 'BID')
[REJECTED] 1712597190289658985 ('DLO', 'ASK')
[REJECTED] 1712597190289658986 ('DLO', 'BID')
[REJECTED] 1712597190289658987 ('DLO', 'ASK')
[REJECTED] 1712597190289658988 ('MKU', 'BID')
[REJECTED] 1712597190289658989 ('MKU', 'ASK')
[REJECTED] 1712597190289658990 ('MKU', 'BID')
[REJECTED] 1712597190289658991 ('MKU', 'ASK')
[REJECTED] 1712597190289658992 ('MKU', 'BID')
[REJECTED] 1712597190289658993 ('MKU', 'ASK')
[REJECTED] 1712597190289658994 ('IGM', 'BID')
[REJECTED] 1712597190289658995 ('IGM', 'ASK')
[REJECTED] 1712597190289658996 ('IGM', 'BID')
[REJECTED] 1712597190289658997 ('IGM', 'ASK')
[REJECTED] 1712597190289658998 ('IGM', 'BID')
[REJECTED] 1712597190289658999 ('IGM', 'ASK')
[REJECTED] 1712597190289659000 ('BRV', 'BID')
[REJECTED] 1712597190289659001 ('BRV', 'ASK')
[REJECTED] 1712597190289659002 ('BRV', 'BID')
[REJECTED] 1712597190289659003 ('BRV', 'ASK')
[REJECTED] 1712597190289659004 ('BRV', 'BID')
[REJECTED] 1712597190289659005 ('BRV', 'ASK')
[CANCELLED] 1712597190289658975 ('BRV', 'ASK')
[REJECTED] 1712597190289659006 ('SCP', 'ASK')
[REJECTED] 1712597190289659007 ('SCP', 'ASK')
[REJECTED] 1712597190289659008 ('SCP', 'ASK')
[REJECTED] 1712597190289659009 ('SCP', 'ASK')
[REJECTED] 1712597190289659010 ('EPT', 'BID')
[REJECTED] 1712597190289659011 ('EPT', 'ASK')
1712597190289659012 ('DLO', 'BID') 3 4945 8
[REJECTED] 1712597190289659014 ('MKU', 'BID')
[REJECTED] 1712597190289659015 ('MKU', 'ASK')
[REJECTED] 1712597190289659016 ('IGM', 'BID')
[REJECTED] 1712597190289659017 ('IGM', 'ASK')
1712597190289659018 ('BRV', 'BID') 3 5159 15
[REJECTED] 1712597190289659020 ('EPT', 'BID')
[REJECTED] 1712597190289659021 ('EPT', 'ASK')
[REJECTED] 1712597190289659022 ('EPT', 'BID')
[REJECTED] 1712597190289659023 ('EPT', 'ASK')
[REJECTED] 1712597190289659024 ('EPT', 'BID')
[REJECTED] 1712597190289659025 ('EPT', 'ASK')
[REJECTED] 1712597190289659026 ('DLO', 'BID')
[REJECTED] 1712597190289659027 ('DLO', 'ASK')
[REJECTED] 1712597190289659028 ('DLO', 'BID')
[REJECTED] 1712597190289659029 ('DLO', 'ASK')
[REJECTED] 1712597190289659030 ('DLO', 'BID')
[REJECTED] 1712597190289659031 ('DLO', 'ASK')
[REJECTED] 1712597190289659032 ('MKU', 'BID')
[REJECTED] 1712597190289659033 ('MKU', 'ASK')
[REJECTED] 1712597190289659034 ('MKU', 'BID')
[REJECTED] 1712597190289659035 ('MKU', 'ASK')
[REJECTED] 1712597190289659036 ('MKU', 'BID')
[REJECTED] 1712597190289659037 ('MKU', 'ASK')
[REJECTED] 1712597190289659038 ('IGM', 'BID')
[REJECTED] 1712597190289659039 ('IGM', 'ASK')
[REJECTED] 1712597190289659040 ('IGM', 'BID')
[REJECTED] 1712597190289659041 ('IGM', 'ASK')
[REJECTED] 1712597190289659042 ('IGM', 'BID')
[REJECTED] 1712597190289659043 ('IGM', 'ASK')
[REJECTED] 1712597190289659044 ('BRV', 'BID')
[REJECTED] 1712597190289659045 ('BRV', 'ASK')
[REJECTED] 1712597190289659046 ('BRV', 'BID')
[REJECTED] 1712597190289659047 ('BRV', 'ASK')
[REJECTED] 1712597190289659048 ('BRV', 'BID')
[REJECTED] 1712597190289659049 ('BRV', 'ASK')
[CANCELLED] 1712597190289659013 ('DLO', 'ASK')
[CANCELLED] 1712597190289659019 ('BRV', 'ASK')
[REJECTED] 1712597190289659050 ('SCP', 'ASK')
[REJECTED] 1712597190289659051 ('SCP', 'ASK')
[REJECTED] 1712597190289659052 ('SCP', 'ASK')
[REJECTED] 1712597190289659053 ('SCP', 'ASK')
[REJECTED] 1712597190289659054 ('EPT', 'BID')
[REJECTED] 1712597190289659055 ('EPT', 'ASK')
[REJECTED] 1712597190289659057 ('DLO', 'ASK')
[REJECTED] 1712597190289659058 ('MKU', 'BID')
[REJECTED] 1712597190289659059 ('MKU', 'ASK')
[REJECTED] 1712597190289659060 ('IGM', 'BID')
[REJECTED] 1712597190289659061 ('IGM', 'ASK')
[REJECTED] 1712597190289659063 ('BRV', 'ASK')
[REJECTED] 1712597190289659064 ('EPT', 'BID')
[REJECTED] 1712597190289659065 ('EPT', 'ASK')
[REJECTED] 1712597190289659066 ('EPT', 'BID')
[REJECTED] 1712597190289659067 ('EPT', 'ASK')
[REJECTED] 1712597190289659068 ('EPT', 'BID')
[REJECTED] 1712597190289659069 ('EPT', 'ASK')
[REJECTED] 1712597190289659070 ('DLO', 'BID')
[REJECTED] 1712597190289659071 ('DLO', 'ASK')
[REJECTED] 1712597190289659072 ('DLO', 'BID')
[REJECTED] 1712597190289659073 ('DLO', 'ASK')
[REJECTED] 1712597190289659074 ('DLO', 'BID')
[REJECTED] 1712597190289659075 ('DLO', 'ASK')
[REJECTED] 1712597190289659076 ('MKU', 'BID')
[REJECTED] 1712597190289659077 ('MKU', 'ASK')
[REJECTED] 1712597190289659078 ('MKU', 'BID')
[REJECTED] 1712597190289659079 ('MKU', 'ASK')
[REJECTED] 1712597190289659080 ('MKU', 'BID')
[REJECTED] 1712597190289659081 ('MKU', 'ASK')
[REJECTED] 1712597190289659082 ('IGM', 'BID')
[REJECTED] 1712597190289659083 ('IGM', 'ASK')
[REJECTED] 1712597190289659084 ('IGM', 'BID')
[REJECTED] 1712597190289659085 ('IGM', 'ASK')
[REJECTED] 1712597190289659086 ('IGM', 'BID')
[REJECTED] 1712597190289659087 ('IGM', 'ASK')
[REJECTED] 1712597190289659088 ('BRV', 'BID')
[REJECTED] 1712597190289659089 ('BRV', 'ASK')
[REJECTED] 1712597190289659090 ('BRV', 'BID')
[REJECTED] 1712597190289659091 ('BRV', 'ASK')
[REJECTED] 1712597190289659092 ('BRV', 'BID')
[REJECTED] 1712597190289659093 ('BRV', 'ASK')
1712597190289659056 ('DLO', 'BID') 3 4953 0
1712597190289659062 ('BRV', 'BID') 3 5146 0
[REJECTED] 1712597203520508928 ('EPT', 'BID')
[REJECTED] 1712597203520508929 ('EPT', 'ASK')
[REJECTED] 1712597203520508931 ('DLO', 'ASK')
[REJECTED] 1712597203520508932 ('MKU', 'BID')
[REJECTED] 1712597203520508933 ('MKU', 'ASK')
[REJECTED] 1712597203520508934 ('IGM', 'BID')
[REJECTED] 1712597203520508935 ('IGM', 'ASK')
1712597203520508937 ('BRV', 'ASK') 3 5069 -568
[REJECTED] 1712597203520508938 ('EPT', 'BID')
[REJECTED] 1712597203520508939 ('EPT', 'ASK')
[REJECTED] 1712597203520508940 ('EPT', 'BID')
[REJECTED] 1712597203520508941 ('EPT', 'ASK')
[REJECTED] 1712597203520508942 ('EPT', 'BID')
[REJECTED] 1712597203520508943 ('EPT', 'ASK')
[REJECTED] 1712597203520508944 ('DLO', 'BID')
[REJECTED] 1712597203520508945 ('DLO', 'ASK')
[REJECTED] 1712597203520508946 ('DLO', 'BID')
[REJECTED] 1712597203520508947 ('DLO', 'ASK')
[REJECTED] 1712597203520508948 ('DLO', 'BID')
[REJECTED] 1712597203520508949 ('DLO', 'ASK')
[REJECTED] 1712597203520508950 ('MKU', 'BID')
[REJECTED] 1712597203520508951 ('MKU', 'ASK')
[REJECTED] 1712597203520508952 ('MKU', 'BID')
[REJECTED] 1712597203520508953 ('MKU', 'ASK')
[REJECTED] 1712597203520508954 ('MKU', 'BID')
[REJECTED] 1712597203520508955 ('MKU', 'ASK')
[REJECTED] 1712597203520508956 ('IGM', 'BID')
[REJECTED] 1712597203520508957 ('IGM', 'ASK')
[REJECTED] 1712597203520508958 ('IGM', 'BID')
[REJECTED] 1712597203520508959 ('IGM', 'ASK')
[REJECTED] 1712597203520508960 ('IGM', 'BID')
[REJECTED] 1712597203520508961 ('IGM', 'ASK')
[REJECTED] 1712597203520508962 ('BRV', 'BID')
[REJECTED] 1712597203520508963 ('BRV', 'ASK')
[REJECTED] 1712597203520508964 ('BRV', 'BID')
[REJECTED] 1712597203520508965 ('BRV', 'ASK')
[REJECTED] 1712597203520508966 ('BRV', 'BID')
[REJECTED] 1712597203520508967 ('BRV', 'ASK')
[CANCELLED] 1712597203520508930 ('DLO', 'BID')
[CANCELLED] 1712597203520508936 ('BRV', 'BID')
[REJECTED] 1712597203520508968 ('EPT', 'BID')
[REJECTED] 1712597203520508969 ('EPT', 'ASK')
[REJECTED] 1712597203520508970 ('DLO', 'BID')
[REJECTED] 1712597203520508972 ('MKU', 'BID')
[REJECTED] 1712597203520508973 ('MKU', 'ASK')
[REJECTED] 1712597203520508974 ('IGM', 'BID')
[REJECTED] 1712597203520508975 ('IGM', 'ASK')
[REJECTED] 1712597203520508977 ('BRV', 'ASK')
[REJECTED] 1712597203520508978 ('EPT', 'BID')
[REJECTED] 1712597203520508979 ('EPT', 'ASK')
[REJECTED] 1712597203520508980 ('EPT', 'BID')
[REJECTED] 1712597203520508981 ('EPT', 'ASK')
[REJECTED] 1712597203520508982 ('EPT', 'BID')
[REJECTED] 1712597203520508983 ('EPT', 'ASK')
[REJECTED] 1712597203520508984 ('DLO', 'BID')
[REJECTED] 1712597203520508985 ('DLO', 'ASK')
[REJECTED] 1712597203520508986 ('DLO', 'BID')
[REJECTED] 1712597203520508987 ('DLO', 'ASK')
[REJECTED] 1712597203520508988 ('DLO', 'BID')
[REJECTED] 1712597203520508989 ('DLO', 'ASK')
[REJECTED] 1712597203520508990 ('MKU', 'BID')
[REJECTED] 1712597203520508991 ('MKU', 'ASK')
[REJECTED] 1712597203520508992 ('MKU', 'BID')
[REJECTED] 1712597203520508993 ('MKU', 'ASK')
[REJECTED] 1712597203520508994 ('MKU', 'BID')
[REJECTED] 1712597203520508995 ('MKU', 'ASK')
[REJECTED] 1712597203520508996 ('IGM', 'BID')
[REJECTED] 1712597203520508997 ('IGM', 'ASK')
[REJECTED] 1712597203520508998 ('IGM', 'BID')
[REJECTED] 1712597203520508999 ('IGM', 'ASK')
[REJECTED] 1712597203520509000 ('IGM', 'BID')
[REJECTED] 1712597203520509001 ('IGM', 'ASK')
[REJECTED] 1712597203520509002 ('BRV', 'BID')
[REJECTED] 1712597203520509003 ('BRV', 'ASK')
[REJECTED] 1712597203520509004 ('BRV', 'BID')
[REJECTED] 1712597203520509005 ('BRV', 'ASK')
[REJECTED] 1712597203520509006 ('BRV', 'BID')
[REJECTED] 1712597203520509007 ('BRV', 'ASK')
[CANCELLED] 1712597203520508971 ('DLO', 'ASK')
[CANCELLED] 1712597203520508976 ('BRV', 'BID')
[REJECTED] 1712597203520509008 ('EPT', 'BID')
[REJECTED] 1712597203520509009 ('EPT', 'ASK')
[REJECTED] 1712597203520509011 ('DLO', 'ASK')
[REJECTED] 1712597203520509012 ('MKU', 'BID')
[REJECTED] 1712597203520509013 ('MKU', 'ASK')
[REJECTED] 1712597203520509014 ('IGM', 'BID')
[REJECTED] 1712597203520509015 ('IGM', 'ASK')
[REJECTED] 1712597203520509016 ('BRV', 'BID')
[REJECTED] 1712597203520509018 ('EPT', 'BID')
[REJECTED] 1712597203520509019 ('EPT', 'ASK')
[REJECTED] 1712597203520509020 ('EPT', 'BID')
[REJECTED] 1712597203520509021 ('EPT', 'ASK')
[REJECTED] 1712597203520509022 ('EPT', 'BID')
[REJECTED] 1712597203520509023 ('EPT', 'ASK')
[REJECTED] 1712597203520509024 ('DLO', 'BID')
[REJECTED] 1712597203520509025 ('DLO', 'ASK')
[REJECTED] 1712597203520509026 ('DLO', 'BID')
[REJECTED] 1712597203520509027 ('DLO', 'ASK')
[REJECTED] 1712597203520509028 ('DLO', 'BID')
[REJECTED] 1712597203520509029 ('DLO', 'ASK')
[REJECTED] 1712597203520509030 ('MKU', 'BID')
[REJECTED] 1712597203520509031 ('MKU', 'ASK')
[REJECTED] 1712597203520509032 ('MKU', 'BID')
[REJECTED] 1712597203520509033 ('MKU', 'ASK')
[REJECTED] 1712597203520509034 ('MKU', 'BID')
[REJECTED] 1712597203520509035 ('MKU', 'ASK')
[REJECTED] 1712597203520509036 ('IGM', 'BID')
[REJECTED] 1712597203520509037 ('IGM', 'ASK')
[REJECTED] 1712597203520509038 ('IGM', 'BID')
[REJECTED] 1712597203520509039 ('IGM', 'ASK')
[REJECTED] 1712597203520509040 ('IGM', 'BID')
[REJECTED] 1712597203520509041 ('IGM', 'ASK')
[REJECTED] 1712597203520509042 ('BRV', 'BID')
[REJECTED] 1712597203520509043 ('BRV', 'ASK')
[REJECTED] 1712597203520509044 ('BRV', 'BID')
[REJECTED] 1712597203520509045 ('BRV', 'ASK')
[REJECTED] 1712597203520509046 ('BRV', 'BID')
[REJECTED] 1712597203520509047 ('BRV', 'ASK')
[CANCELLED] 1712597203520509010 ('DLO', 'BID')
[CANCELLED] 1712597203520509017 ('BRV', 'ASK')
[REJECTED] 1712597203520509048 ('EPT', 'BID')
[REJECTED] 1712597203520509049 ('EPT', 'ASK')
[REJECTED] 1712597203520509050 ('DLO', 'BID')
[REJECTED] 1712597203520509052 ('MKU', 'BID')
[REJECTED] 1712597203520509053 ('MKU', 'ASK')
[REJECTED] 1712597203520509054 ('IGM', 'BID')
[REJECTED] 1712597203520509055 ('IGM', 'ASK')
[REJECTED] 1712597203520509057 ('BRV', 'ASK')
[REJECTED] 1712597203520509058 ('EPT', 'BID')
[REJECTED] 1712597203520509059 ('EPT', 'ASK')
[REJECTED] 1712597203520509060 ('EPT', 'BID')
[REJECTED] 1712597203520509061 ('EPT', 'ASK')
[REJECTED] 1712597203520509062 ('EPT', 'BID')
[REJECTED] 1712597203520509063 ('EPT', 'ASK')
[REJECTED] 1712597203520509064 ('DLO', 'BID')
[REJECTED] 1712597203520509065 ('DLO', 'ASK')
[REJECTED] 1712597203520509066 ('DLO', 'BID')
[REJECTED] 1712597203520509067 ('DLO', 'ASK')
[REJECTED] 1712597203520509068 ('DLO', 'BID')
[REJECTED] 1712597203520509069 ('DLO', 'ASK')
[REJECTED] 1712597203520509070 ('MKU', 'BID')
[REJECTED] 1712597203520509071 ('MKU', 'ASK')
[REJECTED] 1712597203520509072 ('MKU', 'BID')
[REJECTED] 1712597203520509073 ('MKU', 'ASK')
[REJECTED] 1712597203520509074 ('MKU', 'BID')
[REJECTED] 1712597203520509075 ('MKU', 'ASK')
[REJECTED] 1712597203520509076 ('IGM', 'BID')
[REJECTED] 1712597203520509077 ('IGM', 'ASK')
[REJECTED] 1712597203520509078 ('IGM', 'BID')
[REJECTED] 1712597203520509079 ('IGM', 'ASK')
[REJECTED] 1712597203520509080 ('IGM', 'BID')
[REJECTED] 1712597203520509081 ('IGM', 'ASK')
[REJECTED] 1712597203520509082 ('BRV', 'BID')
[REJECTED] 1712597203520509083 ('BRV', 'ASK')
[REJECTED] 1712597203520509084 ('BRV', 'BID')
[REJECTED] 1712597203520509085 ('BRV', 'ASK')
[REJECTED] 1712597203520509086 ('BRV', 'BID')
[REJECTED] 1712597203520509087 ('BRV', 'ASK')
1712597213201324545 ('EPT', 'ASK') 3 4703 -202
1712597213201324547 ('DLO', 'ASK') 3 4954 -453
1712597213201324549 ('MKU', 'ASK') 3 4995 -494
1712597213201324551 ('IGM', 'ASK') 3 5647 -1146
1712597213201324553 ('BRV', 'ASK') 3 5225 -724
1712597213201324555 ('EPT', 'ASK') 10 4703 -182
1712597213201324557 ('EPT', 'ASK') 10 4703 -162
1712597213201324559 ('EPT', 'ASK') 7 4703 -142
1712597216667882753 ('EPT', 'ASK') 3 4716 -215
1712597216667882755 ('DLO', 'ASK') 3 4955 -454
1712597216667882757 ('MKU', 'ASK') 3 5001 -500
1712597216667882759 ('IGM', 'ASK') 3 5622 -1121
