1712715879992584705 ('DLO', <Side.BUY: 1>) 1 4848 6
[CANCELLED] 1712715879992585882 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712715879992585883 ('DLO', <Side.SELL: 2>)
[CANCELLED] 1712715879992585884 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712715879992585885 ('DLO', <Side.SELL: 2>)
[CANCELLED] 1712715879992585871 ('MKU', <Side.BUY: 1>)
[CANCELLED] 1712715879992585886 ('MKU', <Side.BUY: 1>)
[CANCELLED] 1712715879992585888 ('MKU', <Side.BUY: 1>)
[CANCELLED] 1712715879992585889 ('MKU', <Side.SELL: 2>)
[CANCELLED] 1712715879992585890 ('MKU', <Side.BUY: 1>)
[CANCELLED] 1712715879992585891 ('MKU', <Side.SELL: 2>)
[CANCELLED] 1712715879992585872 ('IGM', <Side.BUY: 1>)
[CANCELLED] 1712715879992585892 ('IGM', <Side.BUY: 1>)
[CANCELLED] 1712715879992585894 ('IGM', <Side.BUY: 1>)
[CANCELLED] 1712715879992585895 ('IGM', <Side.SELL: 2>)
[CANCELLED] 1712715879992585896 ('IGM', <Side.BUY: 1>)
[CANCELLED] 1712715879992585897 ('IGM', <Side.SELL: 2>)
[CANCELLED] 1712715879992585873 ('BRV', <Side.BUY: 1>)
[CANCELLED] 1712715879992585898 ('BRV', <Side.BUY: 1>)
[CANCELLED] 1712715879992585900 ('BRV', <Side.BUY: 1>)
[CANCELLED] 1712715879992585902 ('BRV', <Side.BUY: 1>)
[CANCELLED] 1712715879992585903 ('BRV', <Side.SELL: 2>)
1712715879992585907 ('IGM', <Side.BUY: 1>) 1 5692 0
1712715879992585908 ('BRV', <Side.BUY: 1>) 1 4571 0
1712715879992585905 ('DLO', <Side.BUY: 1>) 1 4760 0
1712715879992585906 ('MKU', <Side.BUY: 1>) 1 4484 0
1712715879992585912 ('MKU', <Side.BUY: 1>) 1 4454 7
1712715879992585913 ('IGM', <Side.BUY: 1>) 1 5600 29
1712715879992585914 ('BRV', <Side.BUY: 1>) 1 4483 44
1712715879992585933 ('IGM', <Side.BUY: 1>) 2 5600 9
1712715879992585939 ('BRV', <Side.BUY: 1>) 2 4474 33
1712715879992585941 ('BRV', <Side.BUY: 1>) 2 4474 13
1712715879992585935 ('IGM', <Side.BUY: 1>) 2 5589 0
1712715879992585911 ('DLO', <Side.BUY: 1>) 1 4741 0
1712715879992585937 ('IGM', <Side.BUY: 1>) 2 5569 0
1712715879992585916 ('EPT', <Side.SELL: 2>) 2 4602 0
1712715879992585918 ('EPT', <Side.SELL: 2>) 2 4622 0
[CANCELLED] 1712715879992585904 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712715879992585909 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712715879992585910 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712715879992585915 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712715879992585917 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712715879992585919 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712715879992585920 ('EPT', <Side.SELL: 2>)
[CANCELLED] 1712715879992585921 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712715879992585922 ('DLO', <Side.SELL: 2>)
[CANCELLED] 1712715879992585923 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712715879992585924 ('DLO', <Side.SELL: 2>)
[CANCELLED] 1712715879992585925 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712715879992585926 ('DLO', <Side.SELL: 2>)
[CANCELLED] 1712715879992585927 ('MKU', <Side.BUY: 1>)
[CANCELLED] 1712715879992585928 ('MKU', <Side.SELL: 2>)
[CANCELLED] 1712715879992585929 ('MKU', <Side.BUY: 1>)
[CANCELLED] 1712715879992585930 ('MKU', <Side.SELL: 2>)
[CANCELLED] 1712715879992585931 ('MKU', <Side.BUY: 1>)
[CANCELLED] 1712715879992585932 ('MKU', <Side.SELL: 2>)
[CANCELLED] 1712715879992585934 ('IGM', <Side.SELL: 2>)
[CANCELLED] 1712715879992585936 ('IGM', <Side.SELL: 2>)
[CANCELLED] 1712715879992585938 ('IGM', <Side.SELL: 2>)
1712715879992585948 ('IGM', <Side.BUY: 1>) 1 5548 21
[CANCELLED] 1712715879992585940 ('BRV', <Side.SELL: 2>)
[CANCELLED] 1712715879992585942 ('BRV', <Side.SELL: 2>)
[CANCELLED] 1712715879992585943 ('BRV', <Side.BUY: 1>)
[CANCELLED] 1712715879992585944 ('BRV', <Side.SELL: 2>)
1712715879992585949 ('BRV', <Side.BUY: 1>) 1 4472 6
1712715879992585968 ('IGM', <Side.BUY: 1>) 2 5548 1
1712715879992585947 ('MKU', <Side.BUY: 1>) 1 4459 0
1712715879992585974 ('BRV', <Side.BUY: 1>) 2 4458 0
1712715879992585951 ('EPT', <Side.SELL: 2>) 2 4630 0
1712715879992585970 ('IGM', <Side.BUY: 1>) 2 5529 0
[CANCELLED] 1712715879992585945 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712715879992585950 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712715879992585952 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712715879992585953 ('EPT', <Side.SELL: 2>)
[CANCELLED] 1712715879992585954 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712715879992585955 ('EPT', <Side.SELL: 2>)
[CANCELLED] 1712715879992585946 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712715879992585956 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712715879992585957 ('DLO', <Side.SELL: 2>)
[CANCELLED] 1712715879992585958 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712715879992585959 ('DLO', <Side.SELL: 2>)
[CANCELLED] 1712715879992585960 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712715879992585961 ('DLO', <Side.SELL: 2>)
[CANCELLED] 1712715879992585962 ('MKU', <Side.BUY: 1>)
[CANCELLED] 1712715879992585963 ('MKU', <Side.SELL: 2>)
[CANCELLED] 1712715879992585964 ('MKU', <Side.BUY: 1>)
[CANCELLED] 1712715879992585965 ('MKU', <Side.SELL: 2>)
[CANCELLED] 1712715879992585966 ('MKU', <Side.BUY: 1>)
[CANCELLED] 1712715879992585967 ('MKU', <Side.SELL: 2>)
[CANCELLED] 1712715879992585969 ('IGM', <Side.SELL: 2>)
[CANCELLED] 1712715879992585971 ('IGM', <Side.SELL: 2>)
[CANCELLED] 1712715879992585972 ('IGM', <Side.BUY: 1>)
[CANCELLED] 1712715879992585973 ('IGM', <Side.SELL: 2>)
1712715879992585983 ('IGM', <Side.BUY: 1>) 1 5527 15
[CANCELLED] 1712715879992585975 ('BRV', <Side.SELL: 2>)
[CANCELLED] 1712715879992585976 ('BRV', <Side.BUY: 1>)
[CANCELLED] 1712715879992585977 ('BRV', <Side.SELL: 2>)
[CANCELLED] 1712715879992585978 ('BRV', <Side.BUY: 1>)
[CANCELLED] 1712715879992585979 ('BRV', <Side.SELL: 2>)
1712715879992586003 ('IGM', <Side.BUY: 1>) 2 5522 0
1712715879992585986 ('EPT', <Side.SELL: 2>) 2 4651 0
1712715879992586005 ('IGM', <Side.BUY: 1>) 2 5502 0
1712715879992585984 ('BRV', <Side.BUY: 1>) 10 4459 0
[CANCELLED] 1712715879992585980 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712715879992585985 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712715879992585987 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712715879992585988 ('EPT', <Side.SELL: 2>)
[CANCELLED] 1712715879992585989 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712715879992585990 ('EPT', <Side.SELL: 2>)
1712715879992586010 ('EPT', <Side.BUY: 1>) 1 4649 3
[CANCELLED] 1712715879992585981 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712715879992585991 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712715879992585992 ('DLO', <Side.SELL: 2>)
[CANCELLED] 1712715879992585993 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712715879992585994 ('DLO', <Side.SELL: 2>)
[CANCELLED] 1712715879992585995 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712715879992585996 ('DLO', <Side.SELL: 2>)
[CANCELLED] 1712715879992585982 ('MKU', <Side.BUY: 1>)
[CANCELLED] 1712715879992585997 ('MKU', <Side.BUY: 1>)
[CANCELLED] 1712715879992585998 ('MKU', <Side.SELL: 2>)
[CANCELLED] 1712715879992585999 ('MKU', <Side.BUY: 1>)
[CANCELLED] 1712715879992586000 ('MKU', <Side.SELL: 2>)
[CANCELLED] 1712715879992586001 ('MKU', <Side.BUY: 1>)
[CANCELLED] 1712715879992586002 ('MKU', <Side.SELL: 2>)
[CANCELLED] 1712715879992586004 ('IGM', <Side.SELL: 2>)
[CANCELLED] 1712715879992586006 ('IGM', <Side.SELL: 2>)
[CANCELLED] 1712715879992586007 ('IGM', <Side.BUY: 1>)
[CANCELLED] 1712715879992586008 ('IGM', <Side.SELL: 2>)
[CANCELLED] 1712715879992586009 ('BRV', <Side.BUY: 1>)
1712715879992586022 ('DLO', <Side.SELL: 2>) 2 4783 0
[CANCELLED] 1712715879992586015 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712715879992586016 ('EPT', <Side.SELL: 2>)
[CANCELLED] 1712715879992586017 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712715879992586018 ('EPT', <Side.SELL: 2>)
[CANCELLED] 1712715879992586019 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712715879992586020 ('EPT', <Side.SELL: 2>)
[CANCELLED] 1712715879992586011 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712715879992586021 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712715879992586023 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712715879992586024 ('DLO', <Side.SELL: 2>)
[CANCELLED] 1712715879992586025 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712715879992586026 ('DLO', <Side.SELL: 2>)
[CANCELLED] 1712715879992586012 ('MKU', <Side.BUY: 1>)
[CANCELLED] 1712715879992586027 ('MKU', <Side.BUY: 1>)
[CANCELLED] 1712715879992586028 ('MKU', <Side.SELL: 2>)
[CANCELLED] 1712715879992586029 ('MKU', <Side.BUY: 1>)
[CANCELLED] 1712715879992586030 ('MKU', <Side.SELL: 2>)
[CANCELLED] 1712715879992586031 ('MKU', <Side.BUY: 1>)
[CANCELLED] 1712715879992586032 ('MKU', <Side.SELL: 2>)
[CANCELLED] 1712715879992586013 ('IGM', <Side.BUY: 1>)
[CANCELLED] 1712715879992586033 ('IGM', <Side.BUY: 1>)
[CANCELLED] 1712715879992586034 ('IGM', <Side.SELL: 2>)
[CANCELLED] 1712715879992586035 ('IGM', <Side.BUY: 1>)
[CANCELLED] 1712715879992586036 ('IGM', <Side.SELL: 2>)
[CANCELLED] 1712715879992586037 ('IGM', <Side.BUY: 1>)
[CANCELLED] 1712715879992586038 ('IGM', <Side.SELL: 2>)
1712715879992586048 ('IGM', <Side.BUY: 1>) 1 5499 8
[CANCELLED] 1712715879992586014 ('BRV', <Side.BUY: 1>)
[CANCELLED] 1712715879992586039 ('BRV', <Side.BUY: 1>)
[CANCELLED] 1712715879992586040 ('BRV', <Side.SELL: 2>)
[CANCELLED] 1712715879992586041 ('BRV', <Side.BUY: 1>)
[CANCELLED] 1712715879992586042 ('BRV', <Side.SELL: 2>)
[CANCELLED] 1712715879992586043 ('BRV', <Side.BUY: 1>)
[CANCELLED] 1712715879992586044 ('BRV', <Side.SELL: 2>)
1712715879992586049 ('BRV', <Side.BUY: 1>) 9 4467 12
1712715879992586051 ('EPT', <Side.SELL: 2>) 2 4686 0
1712715879992586053 ('EPT', <Side.SELL: 2>) 2 4706 0
1712715879992586055 ('EPT', <Side.SELL: 2>) 2 4726 0
[CANCELLED] 1712715879992586045 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712715879992586050 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712715879992586052 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712715879992586054 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712715879992586046 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712715879992586056 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712715879992586057 ('DLO', <Side.SELL: 2>)
[CANCELLED] 1712715879992586058 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712715879992586059 ('DLO', <Side.SELL: 2>)
[CANCELLED] 1712715879992586060 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712715879992586061 ('DLO', <Side.SELL: 2>)
[CANCELLED] 1712715879992586047 ('MKU', <Side.BUY: 1>)
[CANCELLED] 1712715879992586062 ('MKU', <Side.BUY: 1>)
[CANCELLED] 1712715879992586063 ('MKU', <Side.SELL: 2>)
[CANCELLED] 1712715879992586064 ('MKU', <Side.BUY: 1>)
[CANCELLED] 1712715879992586065 ('MKU', <Side.SELL: 2>)
[CANCELLED] 1712715879992586066 ('MKU', <Side.BUY: 1>)
[CANCELLED] 1712715879992586067 ('MKU', <Side.SELL: 2>)
1712715879992586071 ('IGM', <Side.BUY: 1>) 1 5423 43
1712715879992586072 ('BRV', <Side.BUY: 1>) 8 4430 48
1712715879992586074 ('EPT', <Side.SELL: 2>) 2 4745 -23
1712715879992586076 ('EPT', <Side.SELL: 2>) 2 4745 -3
1712715879992586091 ('IGM', <Side.BUY: 1>) 2 5423 23
1712715879992586093 ('IGM', <Side.BUY: 1>) 2 5423 3
1712715879992586097 ('BRV', <Side.BUY: 1>) 2 4430 28
1712715879992586099 ('BRV', <Side.BUY: 1>) 2 4430 8
1712715879992586101 ('BRV', <Side.BUY: 1>) 2 4418 0
1712715879992586070 ('MKU', <Side.BUY: 1>) 1 4494 0
1712715879992586095 ('IGM', <Side.BUY: 1>) 2 5406 0
1712715879992586069 ('DLO', <Side.BUY: 1>) 1 4778 0
1712715879992586085 ('MKU', <Side.BUY: 1>) 2 4474 0
[CANCELLED] 1712715879992586068 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712715879992586073 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712715879992586075 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712715879992586077 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712715879992586078 ('EPT', <Side.SELL: 2>)
[CANCELLED] 1712715879992586079 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712715879992586080 ('DLO', <Side.SELL: 2>)
[CANCELLED] 1712715879992586081 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712715879992586082 ('DLO', <Side.SELL: 2>)
[CANCELLED] 1712715879992586083 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712715879992586084 ('DLO', <Side.SELL: 2>)
[CANCELLED] 1712715879992586086 ('MKU', <Side.SELL: 2>)
[CANCELLED] 1712715879992586087 ('MKU', <Side.BUY: 1>)
[CANCELLED] 1712715879992586088 ('MKU', <Side.SELL: 2>)
[CANCELLED] 1712715879992586089 ('MKU', <Side.BUY: 1>)
[CANCELLED] 1712715879992586090 ('MKU', <Side.SELL: 2>)
[CANCELLED] 1712715879992586092 ('IGM', <Side.SELL: 2>)
[CANCELLED] 1712715879992586094 ('IGM', <Side.SELL: 2>)
[CANCELLED] 1712715879992586096 ('IGM', <Side.SELL: 2>)
[CANCELLED] 1712715879992586098 ('BRV', <Side.SELL: 2>)
[CANCELLED] 1712715879992586100 ('BRV', <Side.SELL: 2>)
[CANCELLED] 1712715879992586102 ('BRV', <Side.SELL: 2>)
1712715879992586104 ('DLO', <Side.BUY: 1>) 1 4759 0
1712715879992586107 ('BRV', <Side.BUY: 1>) 7 4377 0
1712715879992586105 ('MKU', <Side.BUY: 1>) 1 4458 0
1712715879992586132 ('BRV', <Side.BUY: 1>) 2 4357 0
1712715879992586120 ('MKU', <Side.BUY: 1>) 2 4438 0
1712715879992586134 ('BRV', <Side.BUY: 1>) 2 4337 0
1712715879992586114 ('DLO', <Side.BUY: 1>) 2 4739 0
[CANCELLED] 1712715879992586103 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712715879992586108 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712715879992586109 ('EPT', <Side.SELL: 2>)
[CANCELLED] 1712715879992586110 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712715879992586111 ('EPT', <Side.SELL: 2>)
[CANCELLED] 1712715879992586112 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712715879992586113 ('EPT', <Side.SELL: 2>)
1712715879992586127 ('IGM', <Side.SELL: 2>) 2 5416 0
[CANCELLED] 1712715879992586115 ('DLO', <Side.SELL: 2>)
[CANCELLED] 1712715879992586116 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712715879992586117 ('DLO', <Side.SELL: 2>)
[CANCELLED] 1712715879992586118 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712715879992586119 ('DLO', <Side.SELL: 2>)
1712715879992586139 ('DLO', <Side.BUY: 1>) 1 4738 4
[CANCELLED] 1712715879992586121 ('MKU', <Side.SELL: 2>)
[CANCELLED] 1712715879992586122 ('MKU', <Side.BUY: 1>)
[CANCELLED] 1712715879992586123 ('MKU', <Side.SELL: 2>)
[CANCELLED] 1712715879992586124 ('MKU', <Side.BUY: 1>)
[CANCELLED] 1712715879992586125 ('MKU', <Side.SELL: 2>)
1712715879992586140 ('MKU', <Side.BUY: 1>) 1 4423 34
[CANCELLED] 1712715879992586106 ('IGM', <Side.BUY: 1>)
[CANCELLED] 1712715879992586126 ('IGM', <Side.BUY: 1>)
[CANCELLED] 1712715879992586128 ('IGM', <Side.BUY: 1>)
[CANCELLED] 1712715879992586129 ('IGM', <Side.SELL: 2>)
[CANCELLED] 1712715879992586130 ('IGM', <Side.BUY: 1>)
[CANCELLED] 1712715879992586131 ('IGM', <Side.SELL: 2>)
[CANCELLED] 1712715879992586133 ('BRV', <Side.SELL: 2>)
[CANCELLED] 1712715879992586135 ('BRV', <Side.SELL: 2>)
[CANCELLED] 1712715879992586136 ('BRV', <Side.BUY: 1>)
[CANCELLED] 1712715879992586137 ('BRV', <Side.SELL: 2>)
1712715879992586142 ('BRV', <Side.BUY: 1>) 6 4318 53
1712715879992586155 ('MKU', <Side.BUY: 1>) 2 4423 14
1712715879992586144 ('EPT', <Side.SELL: 2>) 2 4768 0
1712715879992586150 ('DLO', <Side.SELL: 2>) 2 4771 0
1712715879992586156 ('MKU', <Side.SELL: 2>) 2 4479 0
1712715879992586162 ('IGM', <Side.SELL: 2>) 2 5435 0
1712715879992586164 ('IGM', <Side.SELL: 2>) 2 5455 0
[CANCELLED] 1712715879992586138 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712715879992586143 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712715879992586145 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712715879992586146 ('EPT', <Side.SELL: 2>)
[CANCELLED] 1712715879992586147 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712715879992586148 ('EPT', <Side.SELL: 2>)
[CANCELLED] 1712715879992586149 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712715879992586151 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712715879992586152 ('DLO', <Side.SELL: 2>)
[CANCELLED] 1712715879992586153 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712715879992586154 ('DLO', <Side.SELL: 2>)
[CANCELLED] 1712715879992586157 ('MKU', <Side.BUY: 1>)
[CANCELLED] 1712715879992586158 ('MKU', <Side.SELL: 2>)
[CANCELLED] 1712715879992586159 ('MKU', <Side.BUY: 1>)
[CANCELLED] 1712715879992586160 ('MKU', <Side.SELL: 2>)
[CANCELLED] 1712715879992586141 ('IGM', <Side.BUY: 1>)
[CANCELLED] 1712715879992586161 ('IGM', <Side.BUY: 1>)
[CANCELLED] 1712715879992586163 ('IGM', <Side.BUY: 1>)
[CANCELLED] 1712715879992586165 ('IGM', <Side.BUY: 1>)
[CANCELLED] 1712715879992586166 ('IGM', <Side.SELL: 2>)
1712715879992586191 ('IGM', <Side.SELL: 2>) 2 5458 -3
1712715879992586197 ('BRV', <Side.SELL: 2>) 2 4415 -14
1712715879992586185 ('MKU', <Side.SELL: 2>) 2 4505 0
1712715879992586199 ('BRV', <Side.SELL: 2>) 2 4421 0
1712715879992586179 ('DLO', <Side.SELL: 2>) 2 4806 0
1712715879992586201 ('BRV', <Side.SELL: 2>) 2 4441 0
[CANCELLED] 1712715879992586167 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712715879992586172 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712715879992586173 ('EPT', <Side.SELL: 2>)
[CANCELLED] 1712715879992586174 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712715879992586175 ('EPT', <Side.SELL: 2>)
[CANCELLED] 1712715879992586176 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712715879992586177 ('EPT', <Side.SELL: 2>)
1712715879992586202 ('EPT', <Side.BUY: 1>) 1 4784 2
[CANCELLED] 1712715879992586168 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712715879992586178 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712715879992586180 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712715879992586181 ('DLO', <Side.SELL: 2>)
[CANCELLED] 1712715879992586182 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712715879992586183 ('DLO', <Side.SELL: 2>)
[CANCELLED] 1712715879992586169 ('MKU', <Side.BUY: 1>)
[CANCELLED] 1712715879992586184 ('MKU', <Side.BUY: 1>)
[CANCELLED] 1712715879992586186 ('MKU', <Side.BUY: 1>)
[CANCELLED] 1712715879992586187 ('MKU', <Side.SELL: 2>)
[CANCELLED] 1712715879992586188 ('MKU', <Side.BUY: 1>)
[CANCELLED] 1712715879992586189 ('MKU', <Side.SELL: 2>)
[CANCELLED] 1712715879992586170 ('IGM', <Side.BUY: 1>)
[CANCELLED] 1712715879992586190 ('IGM', <Side.BUY: 1>)
[CANCELLED] 1712715879992586192 ('IGM', <Side.BUY: 1>)
[CANCELLED] 1712715879992586193 ('IGM', <Side.SELL: 2>)
[CANCELLED] 1712715879992586194 ('IGM', <Side.BUY: 1>)
[CANCELLED] 1712715879992586195 ('IGM', <Side.SELL: 2>)
[CANCELLED] 1712715879992586171 ('BRV', <Side.BUY: 1>)
[CANCELLED] 1712715879992586196 ('BRV', <Side.BUY: 1>)
[CANCELLED] 1712715879992586198 ('BRV', <Side.BUY: 1>)
[CANCELLED] 1712715879992586200 ('BRV', <Side.BUY: 1>)
1712715879992586203 ('DLO', <Side.BUY: 1>) 1 4801 0
1712715879992586204 ('MKU', <Side.BUY: 1>) 1 4516 0
1712715879992586206 ('BRV', <Side.BUY: 1>) 6 4430 0
1712715879992586205 ('IGM', <Side.BUY: 1>) 1 5429 0
1712715879992586213 ('DLO', <Side.BUY: 1>) 2 4781 0
1712715879992586231 ('BRV', <Side.BUY: 1>) 1 4410 0
1712715879992586219 ('MKU', <Side.BUY: 1>) 2 4496 0
[CANCELLED] 1712715879992586207 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712715879992586208 ('EPT', <Side.SELL: 2>)
[CANCELLED] 1712715879992586209 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712715879992586210 ('EPT', <Side.SELL: 2>)
[CANCELLED] 1712715879992586211 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712715879992586212 ('EPT', <Side.SELL: 2>)
[CANCELLED] 1712715879992586214 ('DLO', <Side.SELL: 2>)
[CANCELLED] 1712715879992586215 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712715879992586216 ('DLO', <Side.SELL: 2>)
[CANCELLED] 1712715879992586217 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712715879992586218 ('DLO', <Side.SELL: 2>)
[CANCELLED] 1712715879992586220 ('MKU', <Side.SELL: 2>)
[CANCELLED] 1712715879992586221 ('MKU', <Side.BUY: 1>)
[CANCELLED] 1712715879992586222 ('MKU', <Side.SELL: 2>)
[CANCELLED] 1712715879992586223 ('MKU', <Side.BUY: 1>)
[CANCELLED] 1712715879992586224 ('MKU', <Side.SELL: 2>)
[CANCELLED] 1712715879992586225 ('IGM', <Side.BUY: 1>)
[CANCELLED] 1712715879992586226 ('IGM', <Side.SELL: 2>)
[CANCELLED] 1712715879992586227 ('IGM', <Side.BUY: 1>)
[CANCELLED] 1712715879992586228 ('IGM', <Side.SELL: 2>)
[CANCELLED] 1712715879992586229 ('IGM', <Side.BUY: 1>)
[CANCELLED] 1712715879992586230 ('IGM', <Side.SELL: 2>)
1712715879992586236 ('BRV', <Side.BUY: 1>) 5 4393 4
1712715879992586232 ('EPT', <Side.BUY: 1>) 1 4767 0
1712715879992586256 ('IGM', <Side.SELL: 2>) 2 5434 0
1712715879992586258 ('IGM', <Side.SELL: 2>) 2 5454 0
1712715879992586260 ('IGM', <Side.SELL: 2>) 2 5474 0
1712715879992586237 ('EPT', <Side.BUY: 1>) 2 4747 0
1712715879992586262 ('BRV', <Side.SELL: 2>) 2 4423 0
1712715879992586264 ('BRV', <Side.SELL: 2>) 2 4443 0
1712715879992586244 ('DLO', <Side.SELL: 2>) 2 4797 0
1712715879992586266 ('BRV', <Side.SELL: 2>) 2 4463 0
1712715879992586239 ('EPT', <Side.BUY: 1>) 2 4727 0
[CANCELLED] 1712715879992586238 ('EPT', <Side.SELL: 2>)
[CANCELLED] 1712715879992586240 ('EPT', <Side.SELL: 2>)
[CANCELLED] 1712715879992586241 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712715879992586242 ('EPT', <Side.SELL: 2>)
1712715879992586267 ('EPT', <Side.BUY: 1>) 1 4715 13
[CANCELLED] 1712715879992586233 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712715879992586243 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712715879992586245 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712715879992586246 ('DLO', <Side.SELL: 2>)
[CANCELLED] 1712715879992586247 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712715879992586248 ('DLO', <Side.SELL: 2>)
[CANCELLED] 1712715879992586234 ('MKU', <Side.BUY: 1>)
[CANCELLED] 1712715879992586249 ('MKU', <Side.BUY: 1>)
[CANCELLED] 1712715879992586250 ('MKU', <Side.SELL: 2>)
[CANCELLED] 1712715879992586251 ('MKU', <Side.BUY: 1>)
[CANCELLED] 1712715879992586252 ('MKU', <Side.SELL: 2>)
[CANCELLED] 1712715879992586253 ('MKU', <Side.BUY: 1>)
[CANCELLED] 1712715879992586254 ('MKU', <Side.SELL: 2>)
[CANCELLED] 1712715879992586235 ('IGM', <Side.BUY: 1>)
[CANCELLED] 1712715879992586255 ('IGM', <Side.BUY: 1>)
[CANCELLED] 1712715879992586257 ('IGM', <Side.BUY: 1>)
[CANCELLED] 1712715879992586259 ('IGM', <Side.BUY: 1>)
[CANCELLED] 1712715879992586261 ('BRV', <Side.BUY: 1>)
[CANCELLED] 1712715879992586263 ('BRV', <Side.BUY: 1>)
[CANCELLED] 1712715879992586265 ('BRV', <Side.BUY: 1>)
1712715879992586297 ('BRV', <Side.SELL: 2>) 2 4491 -9
1712715879992586270 ('IGM', <Side.BUY: 1>) 1 5522 0
[CANCELLED] 1712715879992586272 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712715879992586273 ('EPT', <Side.SELL: 2>)
[CANCELLED] 1712715879992586274 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712715879992586275 ('EPT', <Side.SELL: 2>)
[CANCELLED] 1712715879992586276 ('EPT', <Side.BUY: 1>)
