1712715259482565892 ('BRV', <Side.BUY: 1>) 1 5384 4
1712715421611512666 ('MKU', <Side.BUY: 1>) 3 4907 0
[CANCELLED] 1712715421611512664 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712715421611512669 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712715421611512671 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712715421611512672 ('EPT', <Side.SELL: 2>)
[CANCELLED] 1712715421611512673 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712715421611512674 ('EPT', <Side.SELL: 2>)
[CANCELLED] 1712715421611512675 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712715421611512676 ('DLO', <Side.SELL: 2>)
[CANCELLED] 1712715421611512677 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712715421611512678 ('DLO', <Side.SELL: 2>)
[CANCELLED] 1712715421611512679 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712715421611512680 ('DLO', <Side.SELL: 2>)
1712715421611512682 ('DLO', <Side.BUY: 1>) 9 4947 1
1712715421611512683 ('MKU', <Side.BUY: 1>) 1 4901 21
[CANCELLED] 1712715421611512681 ('EPT', <Side.BUY: 1>)
1712715421611512687 ('IGM', <Side.BUY: 1>) 1 4939 0
1712715421611512690 ('EPT', <Side.SELL: 2>) 2 5171 0
1712715421611512692 ('EPT', <Side.SELL: 2>) 2 5191 0
1712715421611512696 ('DLO', <Side.SELL: 2>) 2 4982 0
1712715421611512702 ('MKU', <Side.SELL: 2>) 2 4945 0
1712715421611512704 ('MKU', <Side.SELL: 2>) 2 4965 0
1712715421611512698 ('DLO', <Side.SELL: 2>) 2 5002 0
[CANCELLED] 1712715421611512684 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712715421611512689 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712715421611512691 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712715421611512693 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712715421611512694 ('EPT', <Side.SELL: 2>)
[CANCELLED] 1712715421611512685 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712715421611512695 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712715421611512697 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712715421611512699 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712715421611512700 ('DLO', <Side.SELL: 2>)
[CANCELLED] 1712715421611512686 ('MKU', <Side.BUY: 1>)
[CANCELLED] 1712715421611512701 ('MKU', <Side.BUY: 1>)
[CANCELLED] 1712715421611512703 ('MKU', <Side.BUY: 1>)
[CANCELLED] 1712715421611512688 ('BRV', <Side.BUY: 1>)
[CANCELLED] 1712715421611512705 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712715421611512706 ('DLO', <Side.BUY: 1>)
1712715421611512708 ('DLO', <Side.BUY: 1>) 8 4984 19
1712715421611512709 ('MKU', <Side.BUY: 1>) 3 4938 42
1712715421611512710 ('IGM', <Side.BUY: 1>) 1 4935 43
1712715421611512711 ('BRV', <Side.BUY: 1>) 1 4755 73
1712715421611512724 ('MKU', <Side.BUY: 1>) 1 4938 22
1712715421611512718 ('DLO', <Side.BUY: 1>) 2 4983 0
1712715421611512713 ('EPT', <Side.SELL: 2>) 2 5191 0
1712715421611512720 ('DLO', <Side.BUY: 1>) 2 4963 0
[CANCELLED] 1712715421611512707 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712715421611512712 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712715421611512714 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712715421611512715 ('EPT', <Side.SELL: 2>)
[CANCELLED] 1712715421611512716 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712715421611512717 ('EPT', <Side.SELL: 2>)
[CANCELLED] 1712715421611512719 ('DLO', <Side.SELL: 2>)
[CANCELLED] 1712715421611512721 ('DLO', <Side.SELL: 2>)
[CANCELLED] 1712715421611512722 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712715421611512723 ('DLO', <Side.SELL: 2>)
1712715421611512726 ('DLO', <Side.BUY: 1>) 1 4973 12
1712715421611512725 ('EPT', <Side.BUY: 1>) 1 5196 0
1712715421611512730 ('IGM', <Side.BUY: 1>) 1 4891 4
1712715421611512733 ('EPT', <Side.SELL: 2>) 2 5212 0
1712715421611512728 ('DLO', <Side.BUY: 1>) 7 4970 0
1712715421611512731 ('BRV', <Side.BUY: 1>) 1 4719 0
1712715421611512729 ('MKU', <Side.BUY: 1>) 2 4906 0
1712715421611512744 ('MKU', <Side.BUY: 1>) 2 4886 0
1712715421611512738 ('DLO', <Side.BUY: 1>) 2 4950 0
1712715421611512746 ('MKU', <Side.BUY: 1>) 2 4866 0
1712715421611512748 ('MKU', <Side.BUY: 1>) 2 4846 0
1712715421611512740 ('DLO', <Side.BUY: 1>) 2 4930 0
[CANCELLED] 1712715421611512727 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712715421611512732 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712715421611512734 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712715421611512735 ('EPT', <Side.SELL: 2>)
[CANCELLED] 1712715421611512736 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712715421611512737 ('EPT', <Side.SELL: 2>)
[CANCELLED] 1712715421611512739 ('DLO', <Side.SELL: 2>)
[CANCELLED] 1712715421611512741 ('DLO', <Side.SELL: 2>)
[CANCELLED] 1712715421611512742 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712715421611512743 ('DLO', <Side.SELL: 2>)
1712715421611512750 ('DLO', <Side.BUY: 1>) 6 4911 21
[CANCELLED] 1712715421611512745 ('MKU', <Side.SELL: 2>)
[CANCELLED] 1712715421611512747 ('MKU', <Side.SELL: 2>)
1712715421611512751 ('MKU', <Side.BUY: 1>) 2 4812 43
1712715421611512753 ('BRV', <Side.BUY: 1>) 1 4569 68
1712715421611512752 ('IGM', <Side.BUY: 1>) 1 4868 0
1712715421611512749 ('EPT', <Side.BUY: 1>) 1 5194 0
[CANCELLED] 1712715421611512754 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712715421611512755 ('EPT', <Side.SELL: 2>)
[CANCELLED] 1712715421611512756 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712715421611512757 ('EPT', <Side.SELL: 2>)
1712715421611512758 ('EPT', <Side.BUY: 1>) 1 5193 2
1712715421611512760 ('MKU', <Side.BUY: 1>) 1 4741 10
1712715421611512762 ('BRV', <Side.BUY: 1>) 1 4469 25
1712715421611512763 ('EPT', <Side.BUY: 1>) 2 5175 0
1712715421611512776 ('MKU', <Side.SELL: 2>) 2 4778 0
1712715421611512770 ('DLO', <Side.SELL: 2>) 2 4917 0
1712715421611512765 ('EPT', <Side.BUY: 1>) 2 5155 0
[CANCELLED] 1712715421611512764 ('EPT', <Side.SELL: 2>)
[CANCELLED] 1712715421611512766 ('EPT', <Side.SELL: 2>)
[CANCELLED] 1712715421611512767 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712715421611512768 ('EPT', <Side.SELL: 2>)
1712715421611512777 ('EPT', <Side.BUY: 1>) 1 5146 10
[CANCELLED] 1712715421611512759 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712715421611512769 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712715421611512771 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712715421611512772 ('DLO', <Side.SELL: 2>)
[CANCELLED] 1712715421611512773 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712715421611512774 ('DLO', <Side.SELL: 2>)
[CANCELLED] 1712715421611512775 ('MKU', <Side.BUY: 1>)
[CANCELLED] 1712715421611512761 ('IGM', <Side.BUY: 1>)
1712715421611512780 ('IGM', <Side.BUY: 1>) 1 4905 0
[CANCELLED] 1712715421611512782 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712715421611512783 ('EPT', <Side.SELL: 2>)
[CANCELLED] 1712715421611512784 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712715421611512785 ('EPT', <Side.SELL: 2>)
[CANCELLED] 1712715421611512778 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712715421611512779 ('MKU', <Side.BUY: 1>)
1712715421611512789 ('IGM', <Side.BUY: 1>) 1 4874 56
[CANCELLED] 1712715421611512781 ('BRV', <Side.BUY: 1>)
1712715421611512788 ('MKU', <Side.BUY: 1>) 1 4817 0
1712715421611512786 ('EPT', <Side.BUY: 1>) 1 5133 0
1712715421611512791 ('EPT', <Side.BUY: 1>) 2 5113 0
[CANCELLED] 1712715421611512792 ('EPT', <Side.SELL: 2>)
[CANCELLED] 1712715421611512793 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712715421611512794 ('EPT', <Side.SELL: 2>)
[CANCELLED] 1712715421611512795 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712715421611512796 ('EPT', <Side.SELL: 2>)
1712715421611512801 ('EPT', <Side.BUY: 1>) 1 5111 38
[CANCELLED] 1712715421611512787 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712715421611512797 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712715421611512798 ('DLO', <Side.SELL: 2>)
[CANCELLED] 1712715421611512799 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712715421611512800 ('DLO', <Side.SELL: 2>)
[CANCELLED] 1712715421611512790 ('BRV', <Side.BUY: 1>)
[CANCELLED] 1712715421611512802 ('DLO', <Side.BUY: 1>)
1712715421611512804 ('DLO', <Side.BUY: 1>) 5 4939 2
1712715421611512821 ('MKU', <Side.SELL: 2>) 2 4872 0
1712715421611512823 ('MKU', <Side.SELL: 2>) 2 4892 0
1712715421611512815 ('DLO', <Side.SELL: 2>) 2 4973 0
1712715421611512809 ('EPT', <Side.SELL: 2>) 2 5130 0
[CANCELLED] 1712715421611512803 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712715421611512808 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712715421611512810 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712715421611512811 ('EPT', <Side.SELL: 2>)
[CANCELLED] 1712715421611512812 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712715421611512813 ('EPT', <Side.SELL: 2>)
[CANCELLED] 1712715421611512814 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712715421611512816 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712715421611512817 ('DLO', <Side.SELL: 2>)
[CANCELLED] 1712715421611512818 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712715421611512819 ('DLO', <Side.SELL: 2>)
[CANCELLED] 1712715421611512805 ('MKU', <Side.BUY: 1>)
[CANCELLED] 1712715421611512820 ('MKU', <Side.BUY: 1>)
[CANCELLED] 1712715421611512822 ('MKU', <Side.BUY: 1>)
[CANCELLED] 1712715421611512824 ('MKU', <Side.BUY: 1>)
[CANCELLED] 1712715421611512806 ('IGM', <Side.BUY: 1>)
1712715421611512828 ('IGM', <Side.BUY: 1>) 1 4925 4
[CANCELLED] 1712715421611512807 ('BRV', <Side.BUY: 1>)
1712715421611512829 ('BRV', <Side.BUY: 1>) 1 4748 0
1712715421611512826 ('DLO', <Side.BUY: 1>) 5 4956 0
1712715421611512831 ('EPT', <Side.SELL: 2>) 2 5145 0
[CANCELLED] 1712715421611512825 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712715421611512830 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712715421611512832 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712715421611512827 ('MKU', <Side.BUY: 1>)
1712715421611512836 ('IGM', <Side.BUY: 1>) 1 4855 58
1712715421611512839 ('EPT', <Side.SELL: 2>) 2 5192 -23
1712715421611512841 ('EPT', <Side.SELL: 2>) 2 5192 -3
1712715421611512851 ('MKU', <Side.SELL: 2>) 2 4936 -18
1712715421611512853 ('MKU', <Side.SELL: 2>) 1 4938 0
1712715421611512843 ('EPT', <Side.SELL: 2>) 2 5209 0
[CANCELLED] 1712715421611512833 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712715421611512838 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712715421611512840 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712715421611512842 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712715421611512834 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712715421611512844 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712715421611512845 ('DLO', <Side.SELL: 2>)
[CANCELLED] 1712715421611512846 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712715421611512847 ('DLO', <Side.SELL: 2>)
[CANCELLED] 1712715421611512848 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712715421611512849 ('DLO', <Side.SELL: 2>)
[CANCELLED] 1712715421611512835 ('MKU', <Side.BUY: 1>)
[CANCELLED] 1712715421611512850 ('MKU', <Side.BUY: 1>)
[CANCELLED] 1712715421611512852 ('MKU', <Side.BUY: 1>)
1712715421611512854 ('EPT', <Side.BUY: 1>) 1 5191 0
[CANCELLED] 1712715421611512837 ('BRV', <Side.BUY: 1>)
1712715421611512859 ('EPT', <Side.BUY: 1>) 2 5171 0
[CANCELLED] 1712715421611512860 ('EPT', <Side.SELL: 2>)
[CANCELLED] 1712715421611512855 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712715421611512856 ('MKU', <Side.BUY: 1>)
[CANCELLED] 1712715421611512857 ('IGM', <Side.BUY: 1>)
[CANCELLED] 1712715421611512858 ('BRV', <Side.BUY: 1>)
1712715421611512879 ('MKU', <Side.SELL: 2>) 1 5024 -13
1712715421611512873 ('DLO', <Side.SELL: 2>) 2 5030 0
[CANCELLED] 1712715421611512861 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712715421611512866 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712715421611512867 ('EPT', <Side.SELL: 2>)
[CANCELLED] 1712715421611512868 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712715421611512869 ('EPT', <Side.SELL: 2>)
[CANCELLED] 1712715421611512870 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712715421611512871 ('EPT', <Side.SELL: 2>)
1712715421611512880 ('EPT', <Side.BUY: 1>) 1 5159 0
[CANCELLED] 1712715421611512862 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712715421611512872 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712715421611512874 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712715421611512875 ('DLO', <Side.SELL: 2>)
[CANCELLED] 1712715421611512876 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712715421611512877 ('DLO', <Side.SELL: 2>)
[CANCELLED] 1712715421611512863 ('MKU', <Side.BUY: 1>)
[CANCELLED] 1712715421611512878 ('MKU', <Side.BUY: 1>)
[CANCELLED] 1712715421611512864 ('IGM', <Side.BUY: 1>)
[CANCELLED] 1712715421611512865 ('BRV', <Side.BUY: 1>)
1712715421611512882 ('MKU', <Side.BUY: 1>) 2 4999 0
1712715421611512884 ('BRV', <Side.BUY: 1>) 1 4874 0
1712715421611512881 ('DLO', <Side.BUY: 1>) 5 5022 0
[CANCELLED] 1712715421611512885 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712715421611512886 ('EPT', <Side.SELL: 2>)
[CANCELLED] 1712715421611512883 ('IGM', <Side.BUY: 1>)
1712715421611512890 ('IGM', <Side.BUY: 1>) 1 4995 14
1712715421611512891 ('BRV', <Side.BUY: 1>) 1 4841 2
1712715421611512889 ('MKU', <Side.BUY: 1>) 2 4968 0
[CANCELLED] 1712715421611512887 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712715421611512892 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712715421611512893 ('EPT', <Side.SELL: 2>)
[CANCELLED] 1712715421611512894 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712715421611512895 ('EPT', <Side.SELL: 2>)
[CANCELLED] 1712715421611512896 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712715421611512897 ('EPT', <Side.SELL: 2>)
[CANCELLED] 1712715421611512888 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712715421611512898 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712715421611512899 ('DLO', <Side.SELL: 2>)
[CANCELLED] 1712715421611512900 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712715421611512901 ('DLO', <Side.SELL: 2>)
[CANCELLED] 1712715421611512902 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712715421611512903 ('DLO', <Side.SELL: 2>)
1712715421611512910 ('DLO', <Side.BUY: 1>) 4 5001 0
[CANCELLED] 1712715421611512904 ('MKU', <Side.BUY: 1>)
[CANCELLED] 1712715421611512905 ('MKU', <Side.SELL: 2>)
[CANCELLED] 1712715421611512906 ('MKU', <Side.BUY: 1>)
[CANCELLED] 1712715421611512907 ('MKU', <Side.SELL: 2>)
[CANCELLED] 1712715421611512908 ('MKU', <Side.BUY: 1>)
1712715421611512911 ('MKU', <Side.BUY: 1>) 1 4958 11
[CANCELLED] 1712715421611512909 ('EPT', <Side.BUY: 1>)
1712715421611512913 ('DLO', <Side.BUY: 1>) 4 4989 3
1712715421611512914 ('MKU', <Side.BUY: 1>) 2 4924 32
1712715421611512916 ('BRV', <Side.BUY: 1>) 1 4754 51
1712715421611512929 ('MKU', <Side.BUY: 1>) 2 4924 12
1712715421611512931 ('MKU', <Side.BUY: 1>) 2 4916 0
1712715421611512912 ('EPT', <Side.BUY: 1>) 1 5170 0
1712715421611512933 ('MKU', <Side.BUY: 1>) 2 4896 0
1712715421611512923 ('DLO', <Side.BUY: 1>) 2 4972 0
1712715421611512917 ('EPT', <Side.BUY: 1>) 2 5150 0
[CANCELLED] 1712715421611512918 ('EPT', <Side.SELL: 2>)
[CANCELLED] 1712715421611512919 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712715421611512920 ('EPT', <Side.SELL: 2>)
[CANCELLED] 1712715421611512921 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712715421611512922 ('EPT', <Side.SELL: 2>)
1712715421611512935 ('EPT', <Side.BUY: 1>) 1 5141 14
[CANCELLED] 1712715421611512924 ('DLO', <Side.SELL: 2>)
[CANCELLED] 1712715421611512925 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712715421611512926 ('DLO', <Side.SELL: 2>)
[CANCELLED] 1712715421611512927 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712715421611512928 ('DLO', <Side.SELL: 2>)
1712715421611512936 ('DLO', <Side.BUY: 1>) 3 4961 12
[CANCELLED] 1712715421611512930 ('MKU', <Side.SELL: 2>)
[CANCELLED] 1712715421611512932 ('MKU', <Side.SELL: 2>)
[CANCELLED] 1712715421611512934 ('MKU', <Side.SELL: 2>)
1712715421611512937 ('MKU', <Side.BUY: 1>) 1 4876 21
[CANCELLED] 1712715421611512915 ('IGM', <Side.BUY: 1>)
1712715421611512939 ('BRV', <Side.BUY: 1>) 1 4707 4
1712715421611512940 ('EPT', <Side.BUY: 1>) 2 5135 0
[CANCELLED] 1712715421611512941 ('EPT', <Side.SELL: 2>)
[CANCELLED] 1712715421611512942 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712715421611512938 ('IGM', <Side.BUY: 1>)
1712715421611512946 ('IGM', <Side.BUY: 1>) 1 4988 0
1712715421611512947 ('BRV', <Side.BUY: 1>) 1 4694 0
1712715421611512945 ('MKU', <Side.BUY: 1>) 1 4874 0
1712715421611512944 ('DLO', <Side.BUY: 1>) 3 4948 0
[CANCELLED] 1712715421611512943 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712715421611512948 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712715421611512949 ('EPT', <Side.SELL: 2>)
[CANCELLED] 1712715421611512950 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712715421611512951 ('EPT', <Side.SELL: 2>)
[CANCELLED] 1712715421611512952 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712715421611512953 ('EPT', <Side.SELL: 2>)
[CANCELLED] 1712715421611512954 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712715421611512955 ('DLO', <Side.SELL: 2>)
[CANCELLED] 1712715421611512956 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712715421611512957 ('DLO', <Side.SELL: 2>)
[CANCELLED] 1712715421611512958 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712715421611512959 ('DLO', <Side.SELL: 2>)
[CANCELLED] 1712715421611512960 ('MKU', <Side.BUY: 1>)
[CANCELLED] 1712715421611512961 ('MKU', <Side.SELL: 2>)
[CANCELLED] 1712715421611512962 ('MKU', <Side.BUY: 1>)
[CANCELLED] 1712715421611512963 ('MKU', <Side.SELL: 2>)
[CANCELLED] 1712715421611512964 ('MKU', <Side.BUY: 1>)
1712715421611512966 ('DLO', <Side.BUY: 1>) 3 4949 0
1712715421611512967 ('MKU', <Side.BUY: 1>) 1 4855 0
1712715421611512965 ('EPT', <Side.BUY: 1>) 1 5159 0
[CANCELLED] 1712715421611512970 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712715421611512971 ('EPT', <Side.SELL: 2>)
1712715421611512972 ('EPT', <Side.BUY: 1>) 1 5152 8
[CANCELLED] 1712715421611512968 ('IGM', <Side.BUY: 1>)
[CANCELLED] 1712715421611512969 ('BRV', <Side.BUY: 1>)
1712715421611512992 ('IGM', <Side.SELL: 2>) 2 4999 0
1712715421611512988 ('MKU', <Side.SELL: 2>) 2 4892 0
1712715421611512976 ('EPT', <Side.BUY: 1>) 2 5140 0
[CANCELLED] 1712715421611512977 ('EPT', <Side.SELL: 2>)
[CANCELLED] 1712715421611512978 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712715421611512979 ('EPT', <Side.SELL: 2>)
[CANCELLED] 1712715421611512980 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712715421611512981 ('EPT', <Side.SELL: 2>)
[CANCELLED] 1712715421611512973 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712715421611512982 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712715421611512983 ('DLO', <Side.SELL: 2>)
[CANCELLED] 1712715421611512984 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712715421611512985 ('DLO', <Side.SELL: 2>)
[CANCELLED] 1712715421611512986 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712715421611512987 ('DLO', <Side.SELL: 2>)
[CANCELLED] 1712715421611512989 ('MKU', <Side.SELL: 2>)
[CANCELLED] 1712715421611512990 ('MKU', <Side.SELL: 2>)
[CANCELLED] 1712715421611512974 ('IGM', <Side.BUY: 1>)
[CANCELLED] 1712715421611512991 ('IGM', <Side.BUY: 1>)
[CANCELLED] 1712715421611512975 ('BRV', <Side.BUY: 1>)
1712715421611512995 ('IGM', <Side.BUY: 1>) 1 5031 0
1712715421611512998 ('EPT', <Side.SELL: 2>) 2 5161 0
[CANCELLED] 1712715421611512993 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712715421611512997 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712715421611512999 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712715421611512994 ('DLO', <Side.BUY: 1>)
1712715421611513000 ('EPT', <Side.BUY: 1>) 1 5167 0
[CANCELLED] 1712715421611512996 ('BRV', <Side.BUY: 1>)
1712715421611513005 ('EPT', <Side.BUY: 1>) 2 5147 0
[CANCELLED] 1712715421611513006 ('EPT', <Side.SELL: 2>)
[CANCELLED] 1712715421611513007 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712715421611513008 ('EPT', <Side.SELL: 2>)
[CANCELLED] 1712715421611513009 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712715421611513010 ('EPT', <Side.SELL: 2>)
[CANCELLED] 1712715421611513001 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712715421611513011 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712715421611513012 ('DLO', <Side.SELL: 2>)
[CANCELLED] 1712715421611513013 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712715421611513014 ('DLO', <Side.SELL: 2>)
[CANCELLED] 1712715421611513015 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712715421611513016 ('DLO', <Side.SELL: 2>)
[CANCELLED] 1712715421611513002 ('MKU', <Side.BUY: 1>)
[CANCELLED] 1712715421611513017 ('MKU', <Side.BUY: 1>)
[CANCELLED] 1712715421611513018 ('MKU', <Side.SELL: 2>)
[CANCELLED] 1712715421611513019 ('MKU', <Side.BUY: 1>)
[CANCELLED] 1712715421611513020 ('MKU', <Side.SELL: 2>)
[CANCELLED] 1712715421611513021 ('MKU', <Side.BUY: 1>)
[CANCELLED] 1712715421611513003 ('IGM', <Side.BUY: 1>)
[CANCELLED] 1712715421611513004 ('BRV', <Side.BUY: 1>)
1712715421611513026 ('BRV', <Side.BUY: 1>) 1 4752 0
1712715421611513025 ('IGM', <Side.BUY: 1>) 1 5088 0
1712715421611513024 ('MKU', <Side.BUY: 1>) 1 4900 0
1712715421611513023 ('DLO', <Side.BUY: 1>) 2 4990 0
1712715421611513022 ('EPT', <Side.BUY: 1>) 1 5128 0
[CANCELLED] 1712715421611513027 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712715421611513028 ('EPT', <Side.SELL: 2>)
1712715421611513029 ('EPT', <Side.BUY: 1>) 1 5128 17
1712715421611513030 ('DLO', <Side.BUY: 1>) 2 4968 12
1712715421611513031 ('MKU', <Side.BUY: 1>) 1 4851 30
1712715421611513033 ('BRV', <Side.BUY: 1>) 1 4668 37
[REJECTED] 1712715421611513046 ('MKU', <Side.BUY: 1>)
[REJECTED] 1712715421611513048 ('MKU', <Side.BUY: 1>)
[REJECTED] 1712715421611513050 ('MKU', <Side.BUY: 1>)
1712715421611513040 ('DLO', <Side.BUY: 1>) 2 4960 0
1712715421611513034 ('EPT', <Side.BUY: 1>) 2 5125 0
1712715421611513032 ('IGM', <Side.BUY: 1>) 1 5074 0
1712715421611513052 ('IGM', <Side.BUY: 1>) 2 5054 0
1712715421611513042 ('DLO', <Side.BUY: 1>) 2 4940 0
[CANCELLED] 1712715421611513035 ('EPT', <Side.SELL: 2>)
[CANCELLED] 1712715421611513036 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712715421611513037 ('EPT', <Side.SELL: 2>)
[CANCELLED] 1712715421611513038 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712715421611513039 ('EPT', <Side.SELL: 2>)
[CANCELLED] 1712715421611513041 ('DLO', <Side.SELL: 2>)
[CANCELLED] 1712715421611513043 ('DLO', <Side.SELL: 2>)
[CANCELLED] 1712715421611513044 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712715421611513045 ('DLO', <Side.SELL: 2>)
1712715421611513054 ('DLO', <Side.BUY: 1>) 2 4939 2
[CANCELLED] 1712715421611513047 ('MKU', <Side.SELL: 2>)
[CANCELLED] 1712715421611513049 ('MKU', <Side.SELL: 2>)
[CANCELLED] 1712715421611513051 ('MKU', <Side.SELL: 2>)
1712715421611513055 ('IGM', <Side.BUY: 1>) 1 5011 47
1712715421611513056 ('BRV', <Side.BUY: 1>) 1 4625 11
[CANCELLED] 1712715421611513053 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712715421611513057 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712715421611513058 ('EPT', <Side.SELL: 2>)
[CANCELLED] 1712715421611513059 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712715421611513060 ('EPT', <Side.SELL: 2>)
[CANCELLED] 1712715421611513061 ('EPT', <Side.BUY: 1>)
