1712716795001059331 ('IGM', <Side.BUY: 1>) 1 5801 0
[CANCELLED] 1712716795001060502 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712716795001060503 ('DLO', <Side.SELL: 2>)
[CANCELLED] 1712716795001060504 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712716795001060505 ('DLO', <Side.SELL: 2>)
[CANCELLED] 1712716795001060506 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712716795001060507 ('DLO', <Side.SELL: 2>)
[CANCELLED] 1712716795001060508 ('MKU', <Side.BUY: 1>)
[CANCELLED] 1712716795001060509 ('MKU', <Side.SELL: 2>)
[CANCELLED] 1712716795001060510 ('MKU', <Side.BUY: 1>)
[CANCELLED] 1712716795001060511 ('MKU', <Side.SELL: 2>)
[CANCELLED] 1712716795001060512 ('MKU', <Side.BUY: 1>)
[CANCELLED] 1712716795001060513 ('MKU', <Side.SELL: 2>)
[CANCELLED] 1712716795001060515 ('IGM', <Side.SELL: 2>)
[CANCELLED] 1712716795001060517 ('IGM', <Side.SELL: 2>)
[CANCELLED] 1712716795001060519 ('IGM', <Side.SELL: 2>)
1712716795001060528 ('IGM', <Side.BUY: 1>) 1 5841 27
[CANCELLED] 1712716795001060521 ('BRV', <Side.SELL: 2>)
[CANCELLED] 1712716795001060522 ('BRV', <Side.BUY: 1>)
[CANCELLED] 1712716795001060523 ('BRV', <Side.SELL: 2>)
[CANCELLED] 1712716795001060524 ('BRV', <Side.BUY: 1>)
1712716795001060555 ('BRV', <Side.SELL: 2>) 2 5906 0
1712716795001060543 ('MKU', <Side.SELL: 2>) 2 5482 0
1712716795001060531 ('EPT', <Side.SELL: 2>) 2 4692 0
[CANCELLED] 1712716795001060525 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712716795001060530 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712716795001060532 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712716795001060533 ('EPT', <Side.SELL: 2>)
[CANCELLED] 1712716795001060534 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712716795001060535 ('EPT', <Side.SELL: 2>)
[CANCELLED] 1712716795001060526 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712716795001060536 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712716795001060537 ('DLO', <Side.SELL: 2>)
[CANCELLED] 1712716795001060538 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712716795001060539 ('DLO', <Side.SELL: 2>)
[CANCELLED] 1712716795001060540 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712716795001060541 ('DLO', <Side.SELL: 2>)
[CANCELLED] 1712716795001060527 ('MKU', <Side.BUY: 1>)
[CANCELLED] 1712716795001060542 ('MKU', <Side.BUY: 1>)
[CANCELLED] 1712716795001060544 ('MKU', <Side.BUY: 1>)
[CANCELLED] 1712716795001060545 ('MKU', <Side.SELL: 2>)
[CANCELLED] 1712716795001060546 ('MKU', <Side.BUY: 1>)
[CANCELLED] 1712716795001060547 ('MKU', <Side.SELL: 2>)
[CANCELLED] 1712716795001060548 ('IGM', <Side.BUY: 1>)
[CANCELLED] 1712716795001060549 ('IGM', <Side.SELL: 2>)
[CANCELLED] 1712716795001060550 ('IGM', <Side.BUY: 1>)
[CANCELLED] 1712716795001060551 ('IGM', <Side.SELL: 2>)
[CANCELLED] 1712716795001060552 ('IGM', <Side.BUY: 1>)
[CANCELLED] 1712716795001060553 ('IGM', <Side.SELL: 2>)
[CANCELLED] 1712716795001060529 ('BRV', <Side.BUY: 1>)
[CANCELLED] 1712716795001060554 ('BRV', <Side.BUY: 1>)
[CANCELLED] 1712716795001060556 ('BRV', <Side.BUY: 1>)
[CANCELLED] 1712716795001060557 ('BRV', <Side.SELL: 2>)
1712716795001060564 ('EPT', <Side.SELL: 2>) 2 4710 0
1712716795001060561 ('IGM', <Side.BUY: 1>) 1 5811 0
1712716795001060569 ('IGM', <Side.BUY: 1>) 1 5801 37
[CANCELLED] 1712716795001060562 ('BRV', <Side.BUY: 1>)
1712716795001060570 ('BRV', <Side.BUY: 1>) 1 5865 26
1712716795001060572 ('EPT', <Side.SELL: 2>) 2 4746 -16
1712716795001060589 ('IGM', <Side.BUY: 1>) 2 5801 17
1712716795001060595 ('BRV', <Side.BUY: 1>) 2 5865 6
1712716795001060574 ('EPT', <Side.SELL: 2>) 2 4750 0
1712716795001060567 ('DLO', <Side.BUY: 1>) 1 5217 0
1712716795001060591 ('IGM', <Side.BUY: 1>) 2 5798 0
1712716795001060568 ('MKU', <Side.BUY: 1>) 1 5494 0
1712716795001060597 ('BRV', <Side.BUY: 1>) 2 5851 0
1712716795001060599 ('BRV', <Side.BUY: 1>) 2 5831 0
1712716795001060583 ('MKU', <Side.BUY: 1>) 2 5474 0
1712716795001060593 ('IGM', <Side.BUY: 1>) 2 5778 0
[CANCELLED] 1712716795001060558 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712716795001060563 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712716795001060565 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712716795001060566 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712716795001060571 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712716795001060573 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712716795001060575 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712716795001060576 ('EPT', <Side.SELL: 2>)
1712716795001060601 ('EPT', <Side.BUY: 1>) 1 4739 8
[CANCELLED] 1712716795001060559 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712716795001060577 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712716795001060578 ('DLO', <Side.SELL: 2>)
[CANCELLED] 1712716795001060579 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712716795001060580 ('DLO', <Side.SELL: 2>)
[CANCELLED] 1712716795001060581 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712716795001060582 ('DLO', <Side.SELL: 2>)
[CANCELLED] 1712716795001060560 ('MKU', <Side.BUY: 1>)
[CANCELLED] 1712716795001060584 ('MKU', <Side.SELL: 2>)
[CANCELLED] 1712716795001060585 ('MKU', <Side.BUY: 1>)
[CANCELLED] 1712716795001060586 ('MKU', <Side.SELL: 2>)
[CANCELLED] 1712716795001060587 ('MKU', <Side.BUY: 1>)
[CANCELLED] 1712716795001060588 ('MKU', <Side.SELL: 2>)
[CANCELLED] 1712716795001060590 ('IGM', <Side.SELL: 2>)
[CANCELLED] 1712716795001060592 ('IGM', <Side.SELL: 2>)
[CANCELLED] 1712716795001060594 ('IGM', <Side.SELL: 2>)
[CANCELLED] 1712716795001060596 ('BRV', <Side.SELL: 2>)
[CANCELLED] 1712716795001060598 ('BRV', <Side.SELL: 2>)
[CANCELLED] 1712716795001060600 ('BRV', <Side.SELL: 2>)
1712716795001060631 ('BRV', <Side.SELL: 2>) 2 5849 0
1712716795001060633 ('BRV', <Side.SELL: 2>) 2 5869 0
1712716795001060625 ('IGM', <Side.SELL: 2>) 2 5801 0
1712716795001060613 ('DLO', <Side.SELL: 2>) 2 5238 0
1712716795001060619 ('MKU', <Side.SELL: 2>) 2 5490 0
1712716795001060635 ('BRV', <Side.SELL: 2>) 2 5889 0
1712716795001060627 ('IGM', <Side.SELL: 2>) 2 5821 0
1712716795001060621 ('MKU', <Side.SELL: 2>) 2 5510 0
[CANCELLED] 1712716795001060606 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712716795001060607 ('EPT', <Side.SELL: 2>)
[CANCELLED] 1712716795001060608 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712716795001060609 ('EPT', <Side.SELL: 2>)
[CANCELLED] 1712716795001060610 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712716795001060611 ('EPT', <Side.SELL: 2>)
[CANCELLED] 1712716795001060602 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712716795001060612 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712716795001060614 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712716795001060615 ('DLO', <Side.SELL: 2>)
[CANCELLED] 1712716795001060616 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712716795001060617 ('DLO', <Side.SELL: 2>)
[CANCELLED] 1712716795001060603 ('MKU', <Side.BUY: 1>)
[CANCELLED] 1712716795001060618 ('MKU', <Side.BUY: 1>)
[CANCELLED] 1712716795001060620 ('MKU', <Side.BUY: 1>)
[CANCELLED] 1712716795001060622 ('MKU', <Side.BUY: 1>)
[CANCELLED] 1712716795001060623 ('MKU', <Side.SELL: 2>)
[CANCELLED] 1712716795001060604 ('IGM', <Side.BUY: 1>)
[CANCELLED] 1712716795001060624 ('IGM', <Side.BUY: 1>)
[CANCELLED] 1712716795001060626 ('IGM', <Side.BUY: 1>)
[CANCELLED] 1712716795001060628 ('IGM', <Side.BUY: 1>)
[CANCELLED] 1712716795001060629 ('IGM', <Side.SELL: 2>)
[CANCELLED] 1712716795001060605 ('BRV', <Side.BUY: 1>)
[CANCELLED] 1712716795001060630 ('BRV', <Side.BUY: 1>)
[CANCELLED] 1712716795001060632 ('BRV', <Side.BUY: 1>)
[CANCELLED] 1712716795001060634 ('BRV', <Side.BUY: 1>)
1712716795001060666 ('BRV', <Side.SELL: 2>) 2 5908 0
1712716795001060639 ('IGM', <Side.BUY: 1>) 1 5816 0
1712716795001060642 ('EPT', <Side.SELL: 2>) 2 4760 0
1712716795001060654 ('MKU', <Side.SELL: 2>) 2 5526 0
1712716795001060656 ('MKU', <Side.SELL: 2>) 2 5546 0
[CANCELLED] 1712716795001060636 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712716795001060641 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712716795001060643 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712716795001060644 ('EPT', <Side.SELL: 2>)
[CANCELLED] 1712716795001060645 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712716795001060646 ('EPT', <Side.SELL: 2>)
1712716795001060671 ('EPT', <Side.BUY: 1>) 1 4766 3
[CANCELLED] 1712716795001060637 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712716795001060647 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712716795001060648 ('DLO', <Side.SELL: 2>)
[CANCELLED] 1712716795001060649 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712716795001060650 ('DLO', <Side.SELL: 2>)
[CANCELLED] 1712716795001060651 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712716795001060652 ('DLO', <Side.SELL: 2>)
[CANCELLED] 1712716795001060638 ('MKU', <Side.BUY: 1>)
[CANCELLED] 1712716795001060653 ('MKU', <Side.BUY: 1>)
[CANCELLED] 1712716795001060655 ('MKU', <Side.BUY: 1>)
[CANCELLED] 1712716795001060657 ('MKU', <Side.BUY: 1>)
[CANCELLED] 1712716795001060658 ('MKU', <Side.SELL: 2>)
[CANCELLED] 1712716795001060659 ('IGM', <Side.BUY: 1>)
[CANCELLED] 1712716795001060660 ('IGM', <Side.SELL: 2>)
[CANCELLED] 1712716795001060661 ('IGM', <Side.BUY: 1>)
[CANCELLED] 1712716795001060662 ('IGM', <Side.SELL: 2>)
[CANCELLED] 1712716795001060663 ('IGM', <Side.BUY: 1>)
[CANCELLED] 1712716795001060664 ('IGM', <Side.SELL: 2>)
[CANCELLED] 1712716795001060640 ('BRV', <Side.BUY: 1>)
[CANCELLED] 1712716795001060665 ('BRV', <Side.BUY: 1>)
[CANCELLED] 1712716795001060667 ('BRV', <Side.BUY: 1>)
[CANCELLED] 1712716795001060668 ('BRV', <Side.SELL: 2>)
[CANCELLED] 1712716795001060669 ('BRV', <Side.BUY: 1>)
[CANCELLED] 1712716795001060670 ('BRV', <Side.SELL: 2>)
1712716795001060695 ('IGM', <Side.SELL: 2>) 2 5831 -5
1712716795001060689 ('MKU', <Side.SELL: 2>) 2 5545 0
1712716795001060701 ('BRV', <Side.SELL: 2>) 2 5924 0
1712716795001060697 ('IGM', <Side.SELL: 2>) 2 5846 0
1712716795001060673 ('MKU', <Side.BUY: 1>) 1 5520 0
[CANCELLED] 1712716795001060676 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712716795001060677 ('EPT', <Side.SELL: 2>)
[CANCELLED] 1712716795001060678 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712716795001060679 ('EPT', <Side.SELL: 2>)
[CANCELLED] 1712716795001060680 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712716795001060681 ('EPT', <Side.SELL: 2>)
1712716795001060704 ('EPT', <Side.BUY: 1>) 1 4753 4
[CANCELLED] 1712716795001060672 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712716795001060682 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712716795001060683 ('DLO', <Side.SELL: 2>)
[CANCELLED] 1712716795001060684 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712716795001060685 ('DLO', <Side.SELL: 2>)
[CANCELLED] 1712716795001060686 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712716795001060687 ('DLO', <Side.SELL: 2>)
[CANCELLED] 1712716795001060688 ('MKU', <Side.BUY: 1>)
[CANCELLED] 1712716795001060690 ('MKU', <Side.BUY: 1>)
[CANCELLED] 1712716795001060691 ('MKU', <Side.SELL: 2>)
[CANCELLED] 1712716795001060692 ('MKU', <Side.BUY: 1>)
[CANCELLED] 1712716795001060693 ('MKU', <Side.SELL: 2>)
1712716795001060706 ('MKU', <Side.BUY: 1>) 1 5524 3
[CANCELLED] 1712716795001060674 ('IGM', <Side.BUY: 1>)
[CANCELLED] 1712716795001060694 ('IGM', <Side.BUY: 1>)
[CANCELLED] 1712716795001060696 ('IGM', <Side.BUY: 1>)
[CANCELLED] 1712716795001060698 ('IGM', <Side.BUY: 1>)
[CANCELLED] 1712716795001060699 ('IGM', <Side.SELL: 2>)
[CANCELLED] 1712716795001060675 ('BRV', <Side.BUY: 1>)
[CANCELLED] 1712716795001060700 ('BRV', <Side.BUY: 1>)
[CANCELLED] 1712716795001060702 ('BRV', <Side.BUY: 1>)
[CANCELLED] 1712716795001060703 ('BRV', <Side.SELL: 2>)
1712716795001060707 ('IGM', <Side.BUY: 1>) 1 5832 0
1712716795001060734 ('BRV', <Side.SELL: 2>) 2 5940 0
1712716795001060727 ('IGM', <Side.BUY: 1>) 2 5812 0
1712716795001060705 ('DLO', <Side.BUY: 1>) 1 5270 0
1712716795001060729 ('IGM', <Side.BUY: 1>) 2 5792 0
[CANCELLED] 1712716795001060709 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712716795001060710 ('EPT', <Side.SELL: 2>)
[CANCELLED] 1712716795001060711 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712716795001060712 ('EPT', <Side.SELL: 2>)
[CANCELLED] 1712716795001060713 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712716795001060714 ('EPT', <Side.SELL: 2>)
[CANCELLED] 1712716795001060715 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712716795001060716 ('DLO', <Side.SELL: 2>)
[CANCELLED] 1712716795001060717 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712716795001060718 ('DLO', <Side.SELL: 2>)
[CANCELLED] 1712716795001060719 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712716795001060720 ('DLO', <Side.SELL: 2>)
[CANCELLED] 1712716795001060721 ('MKU', <Side.BUY: 1>)
[CANCELLED] 1712716795001060722 ('MKU', <Side.SELL: 2>)
[CANCELLED] 1712716795001060723 ('MKU', <Side.BUY: 1>)
[CANCELLED] 1712716795001060724 ('MKU', <Side.SELL: 2>)
[CANCELLED] 1712716795001060725 ('MKU', <Side.BUY: 1>)
[CANCELLED] 1712716795001060726 ('MKU', <Side.SELL: 2>)
[CANCELLED] 1712716795001060728 ('IGM', <Side.SELL: 2>)
[CANCELLED] 1712716795001060730 ('IGM', <Side.SELL: 2>)
[CANCELLED] 1712716795001060731 ('IGM', <Side.BUY: 1>)
[CANCELLED] 1712716795001060732 ('IGM', <Side.SELL: 2>)
1712716795001060742 ('IGM', <Side.BUY: 1>) 1 5787 34
[CANCELLED] 1712716795001060708 ('BRV', <Side.BUY: 1>)
[CANCELLED] 1712716795001060733 ('BRV', <Side.BUY: 1>)
[CANCELLED] 1712716795001060735 ('BRV', <Side.BUY: 1>)
[CANCELLED] 1712716795001060736 ('BRV', <Side.SELL: 2>)
[CANCELLED] 1712716795001060737 ('BRV', <Side.BUY: 1>)
[CANCELLED] 1712716795001060738 ('BRV', <Side.SELL: 2>)
1712716795001060743 ('BRV', <Side.BUY: 1>) 1 5897 0
1712716795001060740 ('DLO', <Side.BUY: 1>) 1 5266 0
1712716795001060741 ('MKU', <Side.BUY: 1>) 1 5508 0
[CANCELLED] 1712716795001060739 ('EPT', <Side.BUY: 1>)
1712716795001060745 ('DLO', <Side.BUY: 1>) 1 5261 8
1712716795001060746 ('MKU', <Side.BUY: 1>) 1 5501 52
1712716795001060747 ('IGM', <Side.BUY: 1>) 1 5749 25
1712716795001060748 ('BRV', <Side.BUY: 1>) 1 5846 100
1712716795001060761 ('MKU', <Side.BUY: 1>) 2 5493 40
1712716795001060763 ('MKU', <Side.BUY: 1>) 2 5493 20
1712716795001060765 ('MKU', <Side.BUY: 1>) 2 5493 0
1712716795001060767 ('IGM', <Side.BUY: 1>) 2 5739 15
1712716795001060773 ('BRV', <Side.BUY: 1>) 2 5837 89
1712716795001060775 ('BRV', <Side.BUY: 1>) 2 5837 69
1712716795001060777 ('BRV', <Side.BUY: 1>) 2 5837 49
1712716795001060769 ('IGM', <Side.BUY: 1>) 2 5734 0
1712716795001060755 ('DLO', <Side.BUY: 1>) 2 5249 0
1712716795001060771 ('IGM', <Side.BUY: 1>) 2 5714 0
1712716795001060750 ('EPT', <Side.SELL: 2>) 2 4806 0
[CANCELLED] 1712716795001060744 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712716795001060749 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712716795001060751 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712716795001060752 ('EPT', <Side.SELL: 2>)
[CANCELLED] 1712716795001060753 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712716795001060754 ('EPT', <Side.SELL: 2>)
[CANCELLED] 1712716795001060756 ('DLO', <Side.SELL: 2>)
[CANCELLED] 1712716795001060757 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712716795001060758 ('DLO', <Side.SELL: 2>)
[CANCELLED] 1712716795001060759 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712716795001060760 ('DLO', <Side.SELL: 2>)
[CANCELLED] 1712716795001060762 ('MKU', <Side.SELL: 2>)
[CANCELLED] 1712716795001060764 ('MKU', <Side.SELL: 2>)
[CANCELLED] 1712716795001060766 ('MKU', <Side.SELL: 2>)
[CANCELLED] 1712716795001060768 ('IGM', <Side.SELL: 2>)
[CANCELLED] 1712716795001060770 ('IGM', <Side.SELL: 2>)
[CANCELLED] 1712716795001060772 ('IGM', <Side.SELL: 2>)
[CANCELLED] 1712716795001060774 ('BRV', <Side.SELL: 2>)
[CANCELLED] 1712716795001060776 ('BRV', <Side.SELL: 2>)
[CANCELLED] 1712716795001060778 ('BRV', <Side.SELL: 2>)
1712716795001060782 ('IGM', <Side.BUY: 1>) 1 5714 0
1712716795001060802 ('IGM', <Side.BUY: 1>) 2 5694 0
1712716795001060804 ('IGM', <Side.BUY: 1>) 2 5674 0
1712716795001060785 ('EPT', <Side.SELL: 2>) 2 4825 0
[CANCELLED] 1712716795001060779 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712716795001060784 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712716795001060786 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712716795001060787 ('EPT', <Side.SELL: 2>)
[CANCELLED] 1712716795001060788 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712716795001060789 ('EPT', <Side.SELL: 2>)
[CANCELLED] 1712716795001060780 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712716795001060790 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712716795001060791 ('DLO', <Side.SELL: 2>)
[CANCELLED] 1712716795001060792 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712716795001060793 ('DLO', <Side.SELL: 2>)
[CANCELLED] 1712716795001060794 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712716795001060795 ('DLO', <Side.SELL: 2>)
[CANCELLED] 1712716795001060781 ('MKU', <Side.BUY: 1>)
[CANCELLED] 1712716795001060796 ('MKU', <Side.BUY: 1>)
[CANCELLED] 1712716795001060797 ('MKU', <Side.SELL: 2>)
[CANCELLED] 1712716795001060798 ('MKU', <Side.BUY: 1>)
[CANCELLED] 1712716795001060799 ('MKU', <Side.SELL: 2>)
[CANCELLED] 1712716795001060800 ('MKU', <Side.BUY: 1>)
[CANCELLED] 1712716795001060801 ('MKU', <Side.SELL: 2>)
[CANCELLED] 1712716795001060803 ('IGM', <Side.SELL: 2>)
[CANCELLED] 1712716795001060805 ('IGM', <Side.SELL: 2>)
[CANCELLED] 1712716795001060806 ('IGM', <Side.BUY: 1>)
[CANCELLED] 1712716795001060807 ('IGM', <Side.SELL: 2>)
[CANCELLED] 1712716795001060783 ('BRV', <Side.BUY: 1>)
[CANCELLED] 1712716795001060808 ('BRV', <Side.BUY: 1>)
[CANCELLED] 1712716795001060809 ('BRV', <Side.SELL: 2>)
[CANCELLED] 1712716795001060810 ('BRV', <Side.BUY: 1>)
[CANCELLED] 1712716795001060811 ('BRV', <Side.SELL: 2>)
[CANCELLED] 1712716795001060812 ('BRV', <Side.BUY: 1>)
[CANCELLED] 1712716795001060813 ('BRV', <Side.SELL: 2>)
1712716795001060832 ('MKU', <Side.SELL: 2>) 2 5534 0
1712716795001060820 ('EPT', <Side.SELL: 2>) 2 4844 0
1712716795001060844 ('BRV', <Side.SELL: 2>) 2 5869 0
1712716795001060826 ('DLO', <Side.SELL: 2>) 2 5264 0
1712716795001060838 ('IGM', <Side.SELL: 2>) 2 5705 0
1712716795001060846 ('BRV', <Side.SELL: 2>) 1 5889 0
1712716795001060834 ('MKU', <Side.SELL: 2>) 2 5554 0
1712716795001060840 ('IGM', <Side.SELL: 2>) 2 5725 0
[CANCELLED] 1712716795001060814 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712716795001060819 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712716795001060821 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712716795001060822 ('EPT', <Side.SELL: 2>)
[CANCELLED] 1712716795001060823 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712716795001060824 ('EPT', <Side.SELL: 2>)
[CANCELLED] 1712716795001060815 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712716795001060825 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712716795001060827 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712716795001060828 ('DLO', <Side.SELL: 2>)
[CANCELLED] 1712716795001060829 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712716795001060830 ('DLO', <Side.SELL: 2>)
[CANCELLED] 1712716795001060816 ('MKU', <Side.BUY: 1>)
[CANCELLED] 1712716795001060831 ('MKU', <Side.BUY: 1>)
[CANCELLED] 1712716795001060833 ('MKU', <Side.BUY: 1>)
[CANCELLED] 1712716795001060835 ('MKU', <Side.BUY: 1>)
[CANCELLED] 1712716795001060836 ('MKU', <Side.SELL: 2>)
[CANCELLED] 1712716795001060817 ('IGM', <Side.BUY: 1>)
[CANCELLED] 1712716795001060837 ('IGM', <Side.BUY: 1>)
[CANCELLED] 1712716795001060839 ('IGM', <Side.BUY: 1>)
[CANCELLED] 1712716795001060841 ('IGM', <Side.BUY: 1>)
[CANCELLED] 1712716795001060842 ('IGM', <Side.SELL: 2>)
[CANCELLED] 1712716795001060818 ('BRV', <Side.BUY: 1>)
[CANCELLED] 1712716795001060843 ('BRV', <Side.BUY: 1>)
[CANCELLED] 1712716795001060845 ('BRV', <Side.BUY: 1>)
1712716795001060859 ('DLO', <Side.SELL: 2>) 2 5283 -6
1712716795001060865 ('MKU', <Side.SELL: 2>) 2 5573 -15
1712716795001060871 ('IGM', <Side.SELL: 2>) 2 5733 -36
1712716795001060867 ('MKU', <Side.SELL: 2>) 2 5578 0
1712716795001060873 ('IGM', <Side.SELL: 2>) 2 5745 -28
1712716795001060875 ('IGM', <Side.SELL: 2>) 2 5745 -8
1712716795001060877 ('BRV', <Side.SELL: 2>) 2 5943 -59
1712716795001060879 ('BRV', <Side.SELL: 2>) 2 5943 -39
1712716795001060847 ('EPT', <Side.BUY: 1>) 1 4829 0
1712716795001060869 ('MKU', <Side.SELL: 2>) 2 5598 0
1712716795001060861 ('DLO', <Side.SELL: 2>) 2 5297 0
1712716795001060863 ('DLO', <Side.SELL: 2>) 2 5317 0
[CANCELLED] 1712716795001060852 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712716795001060853 ('EPT', <Side.SELL: 2>)
[CANCELLED] 1712716795001060854 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712716795001060855 ('EPT', <Side.SELL: 2>)
[CANCELLED] 1712716795001060856 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712716795001060857 ('EPT', <Side.SELL: 2>)
[CANCELLED] 1712716795001060848 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712716795001060858 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712716795001060860 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712716795001060862 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712716795001060849 ('MKU', <Side.BUY: 1>)
[CANCELLED] 1712716795001060864 ('MKU', <Side.BUY: 1>)
[CANCELLED] 1712716795001060866 ('MKU', <Side.BUY: 1>)
[CANCELLED] 1712716795001060868 ('MKU', <Side.BUY: 1>)
[CANCELLED] 1712716795001060850 ('IGM', <Side.BUY: 1>)
[CANCELLED] 1712716795001060870 ('IGM', <Side.BUY: 1>)
[CANCELLED] 1712716795001060872 ('IGM', <Side.BUY: 1>)
[CANCELLED] 1712716795001060874 ('IGM', <Side.BUY: 1>)
1712716795001060884 ('IGM', <Side.BUY: 1>) 1 5706 28
[CANCELLED] 1712716795001060851 ('BRV', <Side.BUY: 1>)
[CANCELLED] 1712716795001060876 ('BRV', <Side.BUY: 1>)
[CANCELLED] 1712716795001060878 ('BRV', <Side.BUY: 1>)
[CANCELLED] 1712716795001060880 ('BRV', <Side.BUY: 1>)
1712716795001060893 ('DLO', <Side.SELL: 2>) 2 5310 -6
1712716795001060899 ('MKU', <Side.SELL: 2>) 2 5611 -17
1712716795001060904 ('IGM', <Side.BUY: 1>) 2 5706 8
1712716795001060911 ('BRV', <Side.SELL: 2>) 2 5963 -2
1712716795001060906 ('IGM', <Side.BUY: 1>) 2 5694 0
1712716795001060908 ('IGM', <Side.BUY: 1>) 2 5674 0
1712716795001060885 ('BRV', <Side.BUY: 1>) 1 5924 0
[CANCELLED] 1712716795001060881 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712716795001060886 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712716795001060887 ('EPT', <Side.SELL: 2>)
[CANCELLED] 1712716795001060888 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712716795001060889 ('EPT', <Side.SELL: 2>)
[CANCELLED] 1712716795001060890 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712716795001060891 ('EPT', <Side.SELL: 2>)
[CANCELLED] 1712716795001060882 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712716795001060892 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712716795001060894 ('DLO', <Side.BUY: 1>)
