1712717966233274882 ('MKU', <Side.BUY: 1>) 1 5036 1
[CANCELLED] 1712718259867753399 ('MKU', <Side.SELL: 2>)
1712718259867753410 ('MKU', <Side.BUY: 1>) 1 5558 23
[CANCELLED] 1712718259867753400 ('IGM', <Side.BUY: 1>)
[CANCELLED] 1712718259867753401 ('IGM', <Side.SELL: 2>)
[CANCELLED] 1712718259867753402 ('IGM', <Side.BUY: 1>)
[CANCELLED] 1712718259867753403 ('IGM', <Side.SELL: 2>)
[CANCELLED] 1712718259867753404 ('IGM', <Side.BUY: 1>)
[CANCELLED] 1712718259867753405 ('IGM', <Side.SELL: 2>)
1712718259867753411 ('IGM', <Side.BUY: 1>) 1 5411 36
[CANCELLED] 1712718259867753407 ('BRV', <Side.SELL: 2>)
1712718259867753412 ('BRV', <Side.BUY: 1>) 1 5727 40
1712718259867753425 ('MKU', <Side.BUY: 1>) 2 5558 3
1712718259867753431 ('IGM', <Side.BUY: 1>) 2 5411 16
1712718259867753437 ('BRV', <Side.BUY: 1>) 2 5727 20
1712718259867753439 ('BRV', <Side.BUY: 1>) 2 5727 0
[CANCELLED] 1712718259867753408 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712718259867753413 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712718259867753414 ('EPT', <Side.SELL: 2>)
[CANCELLED] 1712718259867753415 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712718259867753416 ('EPT', <Side.SELL: 2>)
[CANCELLED] 1712718259867753417 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712718259867753418 ('EPT', <Side.SELL: 2>)
[CANCELLED] 1712718259867753419 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712718259867753420 ('DLO', <Side.SELL: 2>)
[CANCELLED] 1712718259867753421 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712718259867753422 ('DLO', <Side.SELL: 2>)
[CANCELLED] 1712718259867753423 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712718259867753424 ('DLO', <Side.SELL: 2>)
[CANCELLED] 1712718259867753426 ('MKU', <Side.SELL: 2>)
[CANCELLED] 1712718259867753427 ('MKU', <Side.BUY: 1>)
[CANCELLED] 1712718259867753428 ('MKU', <Side.SELL: 2>)
[CANCELLED] 1712718259867753429 ('MKU', <Side.BUY: 1>)
[CANCELLED] 1712718259867753430 ('MKU', <Side.SELL: 2>)
[CANCELLED] 1712718259867753432 ('IGM', <Side.SELL: 2>)
[CANCELLED] 1712718259867753433 ('IGM', <Side.BUY: 1>)
[CANCELLED] 1712718259867753434 ('IGM', <Side.SELL: 2>)
[CANCELLED] 1712718259867753435 ('IGM', <Side.BUY: 1>)
[CANCELLED] 1712718259867753436 ('IGM', <Side.SELL: 2>)
1712718259867753446 ('IGM', <Side.BUY: 1>) 1 5415 6
[CANCELLED] 1712718259867753438 ('BRV', <Side.SELL: 2>)
[CANCELLED] 1712718259867753440 ('BRV', <Side.SELL: 2>)
[CANCELLED] 1712718259867753441 ('BRV', <Side.BUY: 1>)
[CANCELLED] 1712718259867753442 ('BRV', <Side.SELL: 2>)
1712718259867753447 ('BRV', <Side.BUY: 1>) 1 5736 4
1712718259867753444 ('DLO', <Side.BUY: 1>) 1 5095 0
1712718259867753445 ('MKU', <Side.BUY: 1>) 1 5560 0
1712718259867753466 ('IGM', <Side.BUY: 1>) 2 5400 1
1712718259867753472 ('BRV', <Side.BUY: 1>) 2 5719 1
1712718259867753474 ('BRV', <Side.BUY: 1>) 2 5700 0
1712718259867753468 ('IGM', <Side.BUY: 1>) 2 5381 0
1712718259867753460 ('MKU', <Side.BUY: 1>) 2 5540 0
1712718259867753476 ('BRV', <Side.BUY: 1>) 2 5680 0
1712718259867753470 ('IGM', <Side.BUY: 1>) 2 5361 0
1712718259867753454 ('DLO', <Side.BUY: 1>) 2 5075 0
1712718259867753449 ('EPT', <Side.SELL: 2>) 2 5044 0
[CANCELLED] 1712718259867753443 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712718259867753448 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712718259867753450 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712718259867753451 ('EPT', <Side.SELL: 2>)
[CANCELLED] 1712718259867753452 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712718259867753453 ('EPT', <Side.SELL: 2>)
[CANCELLED] 1712718259867753455 ('DLO', <Side.SELL: 2>)
[CANCELLED] 1712718259867753456 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712718259867753457 ('DLO', <Side.SELL: 2>)
[CANCELLED] 1712718259867753458 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712718259867753459 ('DLO', <Side.SELL: 2>)
[CANCELLED] 1712718259867753461 ('MKU', <Side.SELL: 2>)
[CANCELLED] 1712718259867753462 ('MKU', <Side.BUY: 1>)
[CANCELLED] 1712718259867753463 ('MKU', <Side.SELL: 2>)
[CANCELLED] 1712718259867753464 ('MKU', <Side.BUY: 1>)
[CANCELLED] 1712718259867753465 ('MKU', <Side.SELL: 2>)
[CANCELLED] 1712718259867753467 ('IGM', <Side.SELL: 2>)
[CANCELLED] 1712718259867753469 ('IGM', <Side.SELL: 2>)
[CANCELLED] 1712718259867753471 ('IGM', <Side.SELL: 2>)
[CANCELLED] 1712718259867753473 ('BRV', <Side.SELL: 2>)
[CANCELLED] 1712718259867753475 ('BRV', <Side.SELL: 2>)
[CANCELLED] 1712718259867753477 ('BRV', <Side.SELL: 2>)
1712718259867753480 ('MKU', <Side.BUY: 1>) 1 5521 0
1712718259867753482 ('BRV', <Side.BUY: 1>) 1 5647 0
[CANCELLED] 1712718259867753478 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712718259867753483 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712718259867753484 ('EPT', <Side.SELL: 2>)
[CANCELLED] 1712718259867753485 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712718259867753486 ('EPT', <Side.SELL: 2>)
[CANCELLED] 1712718259867753487 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712718259867753488 ('EPT', <Side.SELL: 2>)
[CANCELLED] 1712718259867753479 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712718259867753489 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712718259867753490 ('DLO', <Side.SELL: 2>)
[CANCELLED] 1712718259867753491 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712718259867753492 ('DLO', <Side.SELL: 2>)
[CANCELLED] 1712718259867753493 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712718259867753494 ('DLO', <Side.SELL: 2>)
[CANCELLED] 1712718259867753495 ('MKU', <Side.BUY: 1>)
[CANCELLED] 1712718259867753496 ('MKU', <Side.SELL: 2>)
[CANCELLED] 1712718259867753497 ('MKU', <Side.BUY: 1>)
[CANCELLED] 1712718259867753498 ('MKU', <Side.SELL: 2>)
[CANCELLED] 1712718259867753499 ('MKU', <Side.BUY: 1>)
[CANCELLED] 1712718259867753500 ('MKU', <Side.SELL: 2>)
[CANCELLED] 1712718259867753481 ('IGM', <Side.BUY: 1>)
[CANCELLED] 1712718259867753501 ('IGM', <Side.BUY: 1>)
[CANCELLED] 1712718259867753502 ('IGM', <Side.SELL: 2>)
[CANCELLED] 1712718259867753503 ('IGM', <Side.BUY: 1>)
[CANCELLED] 1712718259867753504 ('IGM', <Side.SELL: 2>)
[CANCELLED] 1712718259867753505 ('IGM', <Side.BUY: 1>)
[CANCELLED] 1712718259867753506 ('IGM', <Side.SELL: 2>)
[CANCELLED] 1712718259867753507 ('BRV', <Side.BUY: 1>)
[CANCELLED] 1712718259867753508 ('BRV', <Side.SELL: 2>)
[CANCELLED] 1712718259867753509 ('BRV', <Side.BUY: 1>)
[CANCELLED] 1712718259867753510 ('BRV', <Side.SELL: 2>)
[CANCELLED] 1712718259867753511 ('BRV', <Side.BUY: 1>)
[CANCELLED] 1712718259867753512 ('BRV', <Side.SELL: 2>)
1712718259867753517 ('BRV', <Side.BUY: 1>) 1 5631 0
1712718259867753515 ('MKU', <Side.BUY: 1>) 1 5502 0
1712718259867753514 ('DLO', <Side.BUY: 1>) 1 5063 0
1712718259867753516 ('IGM', <Side.BUY: 1>) 10 5328 0
[CANCELLED] 1712718259867753513 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712718259867753518 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712718259867753519 ('EPT', <Side.SELL: 2>)
[CANCELLED] 1712718259867753520 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712718259867753521 ('EPT', <Side.SELL: 2>)
[CANCELLED] 1712718259867753522 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712718259867753523 ('EPT', <Side.SELL: 2>)
[CANCELLED] 1712718259867753524 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712718259867753525 ('DLO', <Side.SELL: 2>)
[CANCELLED] 1712718259867753526 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712718259867753527 ('DLO', <Side.SELL: 2>)
[CANCELLED] 1712718259867753528 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712718259867753529 ('DLO', <Side.SELL: 2>)
[CANCELLED] 1712718259867753530 ('MKU', <Side.BUY: 1>)
[CANCELLED] 1712718259867753531 ('MKU', <Side.SELL: 2>)
[CANCELLED] 1712718259867753532 ('MKU', <Side.BUY: 1>)
[CANCELLED] 1712718259867753533 ('MKU', <Side.SELL: 2>)
[CANCELLED] 1712718259867753534 ('MKU', <Side.BUY: 1>)
1712718259867753559 ('IGM', <Side.SELL: 2>) 2 5360 -1
1712718259867753541 ('EPT', <Side.SELL: 2>) 2 5086 0
1712718259867753539 ('BRV', <Side.BUY: 1>) 1 5594 0
1712718259867753538 ('IGM', <Side.BUY: 1>) 9 5325 0
[CANCELLED] 1712718259867753535 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712718259867753540 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712718259867753542 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712718259867753543 ('EPT', <Side.SELL: 2>)
[CANCELLED] 1712718259867753544 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712718259867753545 ('EPT', <Side.SELL: 2>)
[CANCELLED] 1712718259867753536 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712718259867753546 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712718259867753547 ('DLO', <Side.SELL: 2>)
[CANCELLED] 1712718259867753548 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712718259867753549 ('DLO', <Side.SELL: 2>)
[CANCELLED] 1712718259867753550 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712718259867753551 ('DLO', <Side.SELL: 2>)
[CANCELLED] 1712718259867753537 ('MKU', <Side.BUY: 1>)
[CANCELLED] 1712718259867753552 ('MKU', <Side.BUY: 1>)
[CANCELLED] 1712718259867753553 ('MKU', <Side.SELL: 2>)
[CANCELLED] 1712718259867753554 ('MKU', <Side.BUY: 1>)
[CANCELLED] 1712718259867753555 ('MKU', <Side.SELL: 2>)
[CANCELLED] 1712718259867753556 ('MKU', <Side.BUY: 1>)
[CANCELLED] 1712718259867753557 ('MKU', <Side.SELL: 2>)
1712718259867753572 ('MKU', <Side.BUY: 1>) 1 5495 4
[CANCELLED] 1712718259867753558 ('IGM', <Side.BUY: 1>)
[CANCELLED] 1712718259867753560 ('IGM', <Side.BUY: 1>)
[CANCELLED] 1712718259867753561 ('IGM', <Side.SELL: 2>)
[CANCELLED] 1712718259867753562 ('IGM', <Side.BUY: 1>)
[CANCELLED] 1712718259867753563 ('IGM', <Side.SELL: 2>)
1712718259867753573 ('IGM', <Side.BUY: 1>) 10 5325 3
[CANCELLED] 1712718259867753564 ('BRV', <Side.BUY: 1>)
[CANCELLED] 1712718259867753565 ('BRV', <Side.SELL: 2>)
[CANCELLED] 1712718259867753566 ('BRV', <Side.BUY: 1>)
[CANCELLED] 1712718259867753567 ('BRV', <Side.SELL: 2>)
[CANCELLED] 1712718259867753568 ('BRV', <Side.BUY: 1>)
[CANCELLED] 1712718259867753569 ('BRV', <Side.SELL: 2>)
1712718259867753574 ('BRV', <Side.BUY: 1>) 1 5589 10
1712718259867753593 ('IGM', <Side.BUY: 1>) 1 5308 0
1712718259867753571 ('DLO', <Side.BUY: 1>) 1 5073 0
[CANCELLED] 1712718259867753570 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712718259867753575 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712718259867753576 ('EPT', <Side.SELL: 2>)
[CANCELLED] 1712718259867753577 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712718259867753578 ('EPT', <Side.SELL: 2>)
[CANCELLED] 1712718259867753579 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712718259867753580 ('EPT', <Side.SELL: 2>)
[CANCELLED] 1712718259867753581 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712718259867753582 ('DLO', <Side.SELL: 2>)
[CANCELLED] 1712718259867753583 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712718259867753584 ('DLO', <Side.SELL: 2>)
[CANCELLED] 1712718259867753585 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712718259867753586 ('DLO', <Side.SELL: 2>)
[CANCELLED] 1712718259867753587 ('MKU', <Side.BUY: 1>)
[CANCELLED] 1712718259867753588 ('MKU', <Side.SELL: 2>)
[CANCELLED] 1712718259867753589 ('MKU', <Side.BUY: 1>)
[CANCELLED] 1712718259867753590 ('MKU', <Side.SELL: 2>)
[CANCELLED] 1712718259867753591 ('MKU', <Side.BUY: 1>)
[CANCELLED] 1712718259867753592 ('MKU', <Side.SELL: 2>)
1712718259867753595 ('DLO', <Side.BUY: 1>) 1 5055 0
1712718259867753596 ('MKU', <Side.BUY: 1>) 1 5480 0
1712718259867753611 ('MKU', <Side.BUY: 1>) 2 5460 0
1712718259867753598 ('BRV', <Side.BUY: 1>) 1 5555 0
1712718259867753597 ('IGM', <Side.BUY: 1>) 8 5270 0
1712718259867753594 ('EPT', <Side.BUY: 1>) 1 5104 0
[CANCELLED] 1712718259867753599 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712718259867753600 ('EPT', <Side.SELL: 2>)
[CANCELLED] 1712718259867753601 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712718259867753602 ('EPT', <Side.SELL: 2>)
[CANCELLED] 1712718259867753603 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712718259867753604 ('EPT', <Side.SELL: 2>)
1712718259867753629 ('EPT', <Side.BUY: 1>) 1 5103 1
[CANCELLED] 1712718259867753605 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712718259867753606 ('DLO', <Side.SELL: 2>)
[CANCELLED] 1712718259867753607 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712718259867753608 ('DLO', <Side.SELL: 2>)
[CANCELLED] 1712718259867753609 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712718259867753610 ('DLO', <Side.SELL: 2>)
[CANCELLED] 1712718259867753612 ('MKU', <Side.SELL: 2>)
[CANCELLED] 1712718259867753613 ('MKU', <Side.BUY: 1>)
[CANCELLED] 1712718259867753614 ('MKU', <Side.SELL: 2>)
[CANCELLED] 1712718259867753615 ('MKU', <Side.BUY: 1>)
[CANCELLED] 1712718259867753616 ('MKU', <Side.SELL: 2>)
[CANCELLED] 1712718259867753617 ('IGM', <Side.BUY: 1>)
[CANCELLED] 1712718259867753618 ('IGM', <Side.SELL: 2>)
[CANCELLED] 1712718259867753619 ('IGM', <Side.BUY: 1>)
[CANCELLED] 1712718259867753620 ('IGM', <Side.SELL: 2>)
[CANCELLED] 1712718259867753621 ('IGM', <Side.BUY: 1>)
[CANCELLED] 1712718259867753622 ('IGM', <Side.SELL: 2>)
[CANCELLED] 1712718259867753623 ('BRV', <Side.BUY: 1>)
[CANCELLED] 1712718259867753624 ('BRV', <Side.SELL: 2>)
[CANCELLED] 1712718259867753625 ('BRV', <Side.BUY: 1>)
[CANCELLED] 1712718259867753626 ('BRV', <Side.SELL: 2>)
[CANCELLED] 1712718259867753627 ('BRV', <Side.BUY: 1>)
[CANCELLED] 1712718259867753628 ('BRV', <Side.SELL: 2>)
1712718259867753633 ('BRV', <Side.BUY: 1>) 1 5537 0
1712718259867753630 ('DLO', <Side.BUY: 1>) 1 5036 0
1712718259867753631 ('MKU', <Side.BUY: 1>) 1 5461 0
1712718259867753658 ('BRV', <Side.BUY: 1>) 2 5517 0
1712718259867753632 ('IGM', <Side.BUY: 1>) 7 5251 0
1712718259867753652 ('IGM', <Side.BUY: 1>) 2 5231 0
1712718259867753646 ('MKU', <Side.BUY: 1>) 2 5441 0
[CANCELLED] 1712718259867753634 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712718259867753635 ('EPT', <Side.SELL: 2>)
[CANCELLED] 1712718259867753636 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712718259867753637 ('EPT', <Side.SELL: 2>)
[CANCELLED] 1712718259867753638 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712718259867753639 ('EPT', <Side.SELL: 2>)
[CANCELLED] 1712718259867753640 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712718259867753641 ('DLO', <Side.SELL: 2>)
[CANCELLED] 1712718259867753642 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712718259867753643 ('DLO', <Side.SELL: 2>)
[CANCELLED] 1712718259867753644 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712718259867753645 ('DLO', <Side.SELL: 2>)
[CANCELLED] 1712718259867753647 ('MKU', <Side.SELL: 2>)
[CANCELLED] 1712718259867753648 ('MKU', <Side.BUY: 1>)
[CANCELLED] 1712718259867753649 ('MKU', <Side.SELL: 2>)
[CANCELLED] 1712718259867753650 ('MKU', <Side.BUY: 1>)
[CANCELLED] 1712718259867753651 ('MKU', <Side.SELL: 2>)
[CANCELLED] 1712718259867753653 ('IGM', <Side.SELL: 2>)
[CANCELLED] 1712718259867753654 ('IGM', <Side.BUY: 1>)
[CANCELLED] 1712718259867753655 ('IGM', <Side.SELL: 2>)
[CANCELLED] 1712718259867753656 ('IGM', <Side.BUY: 1>)
[CANCELLED] 1712718259867753657 ('IGM', <Side.SELL: 2>)
1712718259867753662 ('IGM', <Side.BUY: 1>) 6 5227 5
1712718259867753682 ('IGM', <Side.BUY: 1>) 2 5212 0
[CANCELLED] 1712718259867753659 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712718259867753664 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712718259867753665 ('EPT', <Side.SELL: 2>)
[CANCELLED] 1712718259867753666 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712718259867753667 ('EPT', <Side.SELL: 2>)
[CANCELLED] 1712718259867753668 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712718259867753669 ('EPT', <Side.SELL: 2>)
[CANCELLED] 1712718259867753660 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712718259867753670 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712718259867753671 ('DLO', <Side.SELL: 2>)
[CANCELLED] 1712718259867753672 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712718259867753673 ('DLO', <Side.SELL: 2>)
[CANCELLED] 1712718259867753674 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712718259867753675 ('DLO', <Side.SELL: 2>)
[CANCELLED] 1712718259867753661 ('MKU', <Side.BUY: 1>)
[CANCELLED] 1712718259867753676 ('MKU', <Side.BUY: 1>)
[CANCELLED] 1712718259867753677 ('MKU', <Side.SELL: 2>)
[CANCELLED] 1712718259867753678 ('MKU', <Side.BUY: 1>)
[CANCELLED] 1712718259867753679 ('MKU', <Side.SELL: 2>)
[CANCELLED] 1712718259867753680 ('MKU', <Side.BUY: 1>)
[CANCELLED] 1712718259867753681 ('MKU', <Side.SELL: 2>)
[CANCELLED] 1712718259867753683 ('IGM', <Side.SELL: 2>)
[CANCELLED] 1712718259867753684 ('IGM', <Side.BUY: 1>)
[CANCELLED] 1712718259867753685 ('IGM', <Side.SELL: 2>)
[CANCELLED] 1712718259867753686 ('IGM', <Side.BUY: 1>)
[CANCELLED] 1712718259867753687 ('IGM', <Side.SELL: 2>)
1712718259867753697 ('IGM', <Side.BUY: 1>) 5 5213 4
[CANCELLED] 1712718259867753663 ('BRV', <Side.BUY: 1>)
[CANCELLED] 1712718259867753688 ('BRV', <Side.BUY: 1>)
[CANCELLED] 1712718259867753689 ('BRV', <Side.SELL: 2>)
[CANCELLED] 1712718259867753690 ('BRV', <Side.BUY: 1>)
[CANCELLED] 1712718259867753691 ('BRV', <Side.SELL: 2>)
[CANCELLED] 1712718259867753692 ('BRV', <Side.BUY: 1>)
[CANCELLED] 1712718259867753693 ('BRV', <Side.SELL: 2>)
1712718259867753695 ('DLO', <Side.BUY: 1>) 1 5046 0
1712718259867753698 ('BRV', <Side.BUY: 1>) 1 5522 0
1712718259867753696 ('MKU', <Side.BUY: 1>) 1 5464 0
1712718259867753711 ('MKU', <Side.BUY: 1>) 2 5444 0
1712718259867753694 ('EPT', <Side.BUY: 1>) 1 5126 0
1712718259867753713 ('MKU', <Side.BUY: 1>) 2 5424 0
1712718259867753705 ('DLO', <Side.BUY: 1>) 2 5026 0
[CANCELLED] 1712718259867753699 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712718259867753700 ('EPT', <Side.SELL: 2>)
[CANCELLED] 1712718259867753701 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712718259867753702 ('EPT', <Side.SELL: 2>)
[CANCELLED] 1712718259867753703 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712718259867753704 ('EPT', <Side.SELL: 2>)
1712718259867753723 ('EPT', <Side.BUY: 1>) 1 5120 7
[CANCELLED] 1712718259867753706 ('DLO', <Side.SELL: 2>)
[CANCELLED] 1712718259867753707 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712718259867753708 ('DLO', <Side.SELL: 2>)
[CANCELLED] 1712718259867753709 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712718259867753710 ('DLO', <Side.SELL: 2>)
1712718259867753724 ('DLO', <Side.BUY: 1>) 1 5019 8
[CANCELLED] 1712718259867753712 ('MKU', <Side.SELL: 2>)
[CANCELLED] 1712718259867753714 ('MKU', <Side.SELL: 2>)
[CANCELLED] 1712718259867753715 ('MKU', <Side.BUY: 1>)
[CANCELLED] 1712718259867753716 ('MKU', <Side.SELL: 2>)
1712718259867753725 ('MKU', <Side.BUY: 1>) 1 5419 26
[CANCELLED] 1712718259867753717 ('IGM', <Side.BUY: 1>)
[CANCELLED] 1712718259867753718 ('IGM', <Side.SELL: 2>)
[CANCELLED] 1712718259867753719 ('IGM', <Side.BUY: 1>)
[CANCELLED] 1712718259867753720 ('IGM', <Side.SELL: 2>)
[CANCELLED] 1712718259867753721 ('IGM', <Side.BUY: 1>)
[CANCELLED] 1712718259867753722 ('IGM', <Side.SELL: 2>)
1712718259867753727 ('BRV', <Side.BUY: 1>) 1 5463 21
1712718259867753740 ('MKU', <Side.BUY: 1>) 2 5419 6
1712718259867753752 ('BRV', <Side.BUY: 1>) 2 5463 1
1712718259867753742 ('MKU', <Side.BUY: 1>) 2 5405 0
1712718259867753754 ('BRV', <Side.BUY: 1>) 2 5444 0
1712718259867753734 ('DLO', <Side.BUY: 1>) 2 5007 0
1712718259867753726 ('IGM', <Side.BUY: 1>) 5 5201 0
1712718259867753756 ('BRV', <Side.BUY: 1>) 2 5424 0
1712718259867753744 ('MKU', <Side.BUY: 1>) 2 5385 0
[CANCELLED] 1712718259867753728 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712718259867753729 ('EPT', <Side.SELL: 2>)
[CANCELLED] 1712718259867753730 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712718259867753731 ('EPT', <Side.SELL: 2>)
[CANCELLED] 1712718259867753732 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712718259867753733 ('EPT', <Side.SELL: 2>)
[CANCELLED] 1712718259867753735 ('DLO', <Side.SELL: 2>)
[CANCELLED] 1712718259867753736 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712718259867753737 ('DLO', <Side.SELL: 2>)
[CANCELLED] 1712718259867753738 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712718259867753739 ('DLO', <Side.SELL: 2>)
[CANCELLED] 1712718259867753741 ('MKU', <Side.SELL: 2>)
[CANCELLED] 1712718259867753743 ('MKU', <Side.SELL: 2>)
[CANCELLED] 1712718259867753745 ('MKU', <Side.SELL: 2>)
[CANCELLED] 1712718259867753746 ('IGM', <Side.BUY: 1>)
[CANCELLED] 1712718259867753747 ('IGM', <Side.SELL: 2>)
[CANCELLED] 1712718259867753748 ('IGM', <Side.BUY: 1>)
[CANCELLED] 1712718259867753749 ('IGM', <Side.SELL: 2>)
[CANCELLED] 1712718259867753750 ('IGM', <Side.BUY: 1>)
[CANCELLED] 1712718259867753751 ('IGM', <Side.SELL: 2>)
[CANCELLED] 1712718259867753753 ('BRV', <Side.SELL: 2>)
[CANCELLED] 1712718259867753755 ('BRV', <Side.SELL: 2>)
[CANCELLED] 1712718259867753757 ('BRV', <Side.SELL: 2>)
1712718259867753788 ('BRV', <Side.SELL: 2>) 2 5445 -7
1712718259867753761 ('IGM', <Side.BUY: 1>) 4 5182 0
1712718259867753781 ('IGM', <Side.BUY: 1>) 2 5162 0
1712718259867753783 ('IGM', <Side.BUY: 1>) 2 5142 0
1712718259867753758 ('EPT', <Side.BUY: 1>) 1 5108 0
[CANCELLED] 1712718259867753763 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712718259867753764 ('EPT', <Side.SELL: 2>)
[CANCELLED] 1712718259867753765 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712718259867753766 ('EPT', <Side.SELL: 2>)
[CANCELLED] 1712718259867753767 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712718259867753768 ('EPT', <Side.SELL: 2>)
[CANCELLED] 1712718259867753759 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712718259867753769 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712718259867753770 ('DLO', <Side.SELL: 2>)
[CANCELLED] 1712718259867753771 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712718259867753772 ('DLO', <Side.SELL: 2>)
[CANCELLED] 1712718259867753773 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712718259867753774 ('DLO', <Side.SELL: 2>)
[CANCELLED] 1712718259867753760 ('MKU', <Side.BUY: 1>)
[CANCELLED] 1712718259867753775 ('MKU', <Side.BUY: 1>)
[CANCELLED] 1712718259867753776 ('MKU', <Side.SELL: 2>)
[CANCELLED] 1712718259867753777 ('MKU', <Side.BUY: 1>)
[CANCELLED] 1712718259867753778 ('MKU', <Side.SELL: 2>)
[CANCELLED] 1712718259867753779 ('MKU', <Side.BUY: 1>)
[CANCELLED] 1712718259867753780 ('MKU', <Side.SELL: 2>)
1712718259867753795 ('MKU', <Side.BUY: 1>) 1 5379 0
[CANCELLED] 1712718259867753782 ('IGM', <Side.SELL: 2>)
[CANCELLED] 1712718259867753784 ('IGM', <Side.SELL: 2>)
[CANCELLED] 1712718259867753785 ('IGM', <Side.BUY: 1>)
[CANCELLED] 1712718259867753786 ('IGM', <Side.SELL: 2>)
1712718259867753796 ('IGM', <Side.BUY: 1>) 3 5137 6
[CANCELLED] 1712718259867753762 ('BRV', <Side.BUY: 1>)
[CANCELLED] 1712718259867753787 ('BRV', <Side.BUY: 1>)
[CANCELLED] 1712718259867753789 ('BRV', <Side.BUY: 1>)
[CANCELLED] 1712718259867753790 ('BRV', <Side.SELL: 2>)
