1712717056918247169 ('DLO', <Side.BUY: 1>) 1 4608 5
1712717056918251403 ('EPT', <Side.SELL: 2>) 2 4988 0
1712717056918251420 ('IGM', <Side.BUY: 1>) 2 5491 0
[CANCELLED] 1712717056918251395 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712717056918251400 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712717056918251402 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712717056918251404 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712717056918251405 ('EPT', <Side.SELL: 2>)
[CANCELLED] 1712717056918251396 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712717056918251406 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712717056918251408 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712717056918251409 ('DLO', <Side.SELL: 2>)
[CANCELLED] 1712717056918251410 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712717056918251411 ('DLO', <Side.SELL: 2>)
[CANCELLED] 1712717056918251397 ('MKU', <Side.BUY: 1>)
[CANCELLED] 1712717056918251412 ('MKU', <Side.BUY: 1>)
[CANCELLED] 1712717056918251414 ('MKU', <Side.BUY: 1>)
[CANCELLED] 1712717056918251416 ('MKU', <Side.BUY: 1>)
[CANCELLED] 1712717056918251417 ('MKU', <Side.SELL: 2>)
1712717056918251431 ('MKU', <Side.BUY: 1>) 3 4539 8
[CANCELLED] 1712717056918251419 ('IGM', <Side.SELL: 2>)
[CANCELLED] 1712717056918251421 ('IGM', <Side.SELL: 2>)
[CANCELLED] 1712717056918251422 ('IGM', <Side.BUY: 1>)
[CANCELLED] 1712717056918251423 ('IGM', <Side.SELL: 2>)
1712717056918251432 ('IGM', <Side.BUY: 1>) 1 5485 31
[CANCELLED] 1712717056918251399 ('BRV', <Side.BUY: 1>)
[CANCELLED] 1712717056918251424 ('BRV', <Side.BUY: 1>)
[CANCELLED] 1712717056918251426 ('BRV', <Side.BUY: 1>)
[CANCELLED] 1712717056918251428 ('BRV', <Side.BUY: 1>)
1712717056918251433 ('BRV', <Side.BUY: 1>) 4 4195 42
1712717056918251435 ('EPT', <Side.SELL: 2>) 2 4998 -10
1712717056918251430 ('DLO', <Side.BUY: 1>) 3 4451 0
1712717056918251452 ('IGM', <Side.BUY: 1>) 2 5488 8
1712717056918251458 ('BRV', <Side.BUY: 1>) 2 4191 26
1712717056918251460 ('BRV', <Side.BUY: 1>) 2 4191 6
1712717056918251446 ('MKU', <Side.BUY: 1>) 2 4527 0
1712717056918251454 ('IGM', <Side.BUY: 1>) 2 5476 0
1712717056918251456 ('IGM', <Side.BUY: 1>) 2 5456 0
1712717056918251437 ('EPT', <Side.SELL: 2>) 2 5008 0
[CANCELLED] 1712717056918251429 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712717056918251434 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712717056918251436 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712717056918251438 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712717056918251439 ('EPT', <Side.SELL: 2>)
[CANCELLED] 1712717056918251440 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712717056918251441 ('DLO', <Side.SELL: 2>)
[CANCELLED] 1712717056918251442 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712717056918251443 ('DLO', <Side.SELL: 2>)
[CANCELLED] 1712717056918251444 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712717056918251445 ('DLO', <Side.SELL: 2>)
[CANCELLED] 1712717056918251447 ('MKU', <Side.SELL: 2>)
[CANCELLED] 1712717056918251448 ('MKU', <Side.BUY: 1>)
[CANCELLED] 1712717056918251449 ('MKU', <Side.SELL: 2>)
[CANCELLED] 1712717056918251450 ('MKU', <Side.BUY: 1>)
[CANCELLED] 1712717056918251451 ('MKU', <Side.SELL: 2>)
[CANCELLED] 1712717056918251453 ('IGM', <Side.SELL: 2>)
[CANCELLED] 1712717056918251455 ('IGM', <Side.SELL: 2>)
[CANCELLED] 1712717056918251457 ('IGM', <Side.SELL: 2>)
1712717056918251465 ('IGM', <Side.BUY: 1>) 1 5436 48
[CANCELLED] 1712717056918251459 ('BRV', <Side.SELL: 2>)
[CANCELLED] 1712717056918251461 ('BRV', <Side.SELL: 2>)
1712717056918251466 ('BRV', <Side.BUY: 1>) 3 4150 14
1712717056918251463 ('DLO', <Side.BUY: 1>) 2 4432 0
1712717056918251485 ('IGM', <Side.BUY: 1>) 2 5425 39
1712717056918251487 ('IGM', <Side.BUY: 1>) 2 5425 19
1712717056918251468 ('EPT', <Side.SELL: 2>) 2 5019 0
1712717056918251489 ('IGM', <Side.BUY: 1>) 2 5424 0
1712717056918251491 ('BRV', <Side.BUY: 1>) 2 4144 0
1712717056918251470 ('EPT', <Side.SELL: 2>) 2 5039 0
1712717056918251493 ('BRV', <Side.BUY: 1>) 2 4124 0
[CANCELLED] 1712717056918251462 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712717056918251467 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712717056918251469 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712717056918251471 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712717056918251472 ('EPT', <Side.SELL: 2>)
[CANCELLED] 1712717056918251473 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712717056918251474 ('DLO', <Side.SELL: 2>)
[CANCELLED] 1712717056918251475 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712717056918251476 ('DLO', <Side.SELL: 2>)
[CANCELLED] 1712717056918251477 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712717056918251478 ('DLO', <Side.SELL: 2>)
[CANCELLED] 1712717056918251464 ('MKU', <Side.BUY: 1>)
[CANCELLED] 1712717056918251479 ('MKU', <Side.BUY: 1>)
[CANCELLED] 1712717056918251480 ('MKU', <Side.SELL: 2>)
[CANCELLED] 1712717056918251481 ('MKU', <Side.BUY: 1>)
[CANCELLED] 1712717056918251482 ('MKU', <Side.SELL: 2>)
[CANCELLED] 1712717056918251483 ('MKU', <Side.BUY: 1>)
[CANCELLED] 1712717056918251484 ('MKU', <Side.SELL: 2>)
1712717056918251499 ('MKU', <Side.BUY: 1>) 2 4513 3
[CANCELLED] 1712717056918251486 ('IGM', <Side.SELL: 2>)
[CANCELLED] 1712717056918251488 ('IGM', <Side.SELL: 2>)
[CANCELLED] 1712717056918251490 ('IGM', <Side.SELL: 2>)
1712717056918251500 ('IGM', <Side.BUY: 1>) 1 5370 9
[CANCELLED] 1712717056918251492 ('BRV', <Side.SELL: 2>)
[CANCELLED] 1712717056918251494 ('BRV', <Side.SELL: 2>)
[CANCELLED] 1712717056918251495 ('BRV', <Side.BUY: 1>)
[CANCELLED] 1712717056918251496 ('BRV', <Side.SELL: 2>)
1712717056918251501 ('BRV', <Side.BUY: 1>) 2 4122 23
1712717056918251526 ('BRV', <Side.BUY: 1>) 2 4122 3
[CANCELLED] 1712717056918251497 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712717056918251502 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712717056918251503 ('EPT', <Side.SELL: 2>)
[CANCELLED] 1712717056918251504 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712717056918251505 ('EPT', <Side.SELL: 2>)
[CANCELLED] 1712717056918251506 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712717056918251507 ('EPT', <Side.SELL: 2>)
[CANCELLED] 1712717056918251498 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712717056918251508 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712717056918251509 ('DLO', <Side.SELL: 2>)
[CANCELLED] 1712717056918251510 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712717056918251511 ('DLO', <Side.SELL: 2>)
[CANCELLED] 1712717056918251512 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712717056918251513 ('DLO', <Side.SELL: 2>)
[CANCELLED] 1712717056918251514 ('MKU', <Side.BUY: 1>)
[CANCELLED] 1712717056918251515 ('MKU', <Side.SELL: 2>)
[CANCELLED] 1712717056918251516 ('MKU', <Side.BUY: 1>)
[CANCELLED] 1712717056918251517 ('MKU', <Side.SELL: 2>)
[CANCELLED] 1712717056918251518 ('MKU', <Side.BUY: 1>)
[CANCELLED] 1712717056918251519 ('MKU', <Side.SELL: 2>)
[CANCELLED] 1712717056918251520 ('IGM', <Side.BUY: 1>)
[CANCELLED] 1712717056918251521 ('IGM', <Side.SELL: 2>)
[CANCELLED] 1712717056918251522 ('IGM', <Side.BUY: 1>)
[CANCELLED] 1712717056918251523 ('IGM', <Side.SELL: 2>)
[CANCELLED] 1712717056918251524 ('IGM', <Side.BUY: 1>)
[CANCELLED] 1712717056918251525 ('IGM', <Side.SELL: 2>)
1712717056918251535 ('IGM', <Side.BUY: 1>) 1 5364 11
[CANCELLED] 1712717056918251527 ('BRV', <Side.SELL: 2>)
[CANCELLED] 1712717056918251528 ('BRV', <Side.BUY: 1>)
[CANCELLED] 1712717056918251529 ('BRV', <Side.SELL: 2>)
[CANCELLED] 1712717056918251530 ('BRV', <Side.BUY: 1>)
[CANCELLED] 1712717056918251531 ('BRV', <Side.SELL: 2>)
1712717056918251536 ('BRV', <Side.BUY: 1>) 2 4125 2
1712717056918251555 ('IGM', <Side.BUY: 1>) 2 5350 5
1712717056918251532 ('EPT', <Side.BUY: 1>) 1 5038 0
1712717056918251537 ('EPT', <Side.BUY: 1>) 2 5018 0
[CANCELLED] 1712717056918251538 ('EPT', <Side.SELL: 2>)
[CANCELLED] 1712717056918251539 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712717056918251540 ('EPT', <Side.SELL: 2>)
[CANCELLED] 1712717056918251541 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712717056918251542 ('EPT', <Side.SELL: 2>)
[CANCELLED] 1712717056918251533 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712717056918251543 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712717056918251544 ('DLO', <Side.SELL: 2>)
[CANCELLED] 1712717056918251545 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712717056918251546 ('DLO', <Side.SELL: 2>)
[CANCELLED] 1712717056918251547 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712717056918251548 ('DLO', <Side.SELL: 2>)
[CANCELLED] 1712717056918251534 ('MKU', <Side.BUY: 1>)
[CANCELLED] 1712717056918251549 ('MKU', <Side.BUY: 1>)
[CANCELLED] 1712717056918251550 ('MKU', <Side.SELL: 2>)
[CANCELLED] 1712717056918251551 ('MKU', <Side.BUY: 1>)
[CANCELLED] 1712717056918251552 ('MKU', <Side.SELL: 2>)
[CANCELLED] 1712717056918251553 ('MKU', <Side.BUY: 1>)
[CANCELLED] 1712717056918251554 ('MKU', <Side.SELL: 2>)
1712717056918251562 ('BRV', <Side.SELL: 2>) 1 4160 0
[CANCELLED] 1712717056918251556 ('IGM', <Side.SELL: 2>)
[CANCELLED] 1712717056918251557 ('IGM', <Side.BUY: 1>)
[CANCELLED] 1712717056918251558 ('IGM', <Side.SELL: 2>)
[CANCELLED] 1712717056918251559 ('IGM', <Side.BUY: 1>)
[CANCELLED] 1712717056918251560 ('IGM', <Side.SELL: 2>)
1712717056918251566 ('IGM', <Side.BUY: 1>) 1 5359 22
[CANCELLED] 1712717056918251561 ('BRV', <Side.BUY: 1>)
1712717056918251586 ('IGM', <Side.BUY: 1>) 2 5357 4
1712717056918251593 ('BRV', <Side.SELL: 2>) 2 4188 0
1712717056918251595 ('BRV', <Side.SELL: 2>) 2 4208 0
1712717056918251581 ('MKU', <Side.SELL: 2>) 2 4559 0
1712717056918251597 ('BRV', <Side.SELL: 2>) 2 4228 0
1712717056918251583 ('MKU', <Side.SELL: 2>) 2 4579 0
1712717056918251569 ('EPT', <Side.SELL: 2>) 2 5042 0
[CANCELLED] 1712717056918251563 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712717056918251568 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712717056918251570 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712717056918251571 ('EPT', <Side.SELL: 2>)
[CANCELLED] 1712717056918251572 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712717056918251573 ('EPT', <Side.SELL: 2>)
[CANCELLED] 1712717056918251564 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712717056918251574 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712717056918251575 ('DLO', <Side.SELL: 2>)
[CANCELLED] 1712717056918251576 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712717056918251577 ('DLO', <Side.SELL: 2>)
[CANCELLED] 1712717056918251578 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712717056918251579 ('DLO', <Side.SELL: 2>)
[CANCELLED] 1712717056918251565 ('MKU', <Side.BUY: 1>)
[CANCELLED] 1712717056918251580 ('MKU', <Side.BUY: 1>)
[CANCELLED] 1712717056918251582 ('MKU', <Side.BUY: 1>)
[CANCELLED] 1712717056918251584 ('MKU', <Side.BUY: 1>)
[CANCELLED] 1712717056918251585 ('MKU', <Side.SELL: 2>)
[CANCELLED] 1712717056918251587 ('IGM', <Side.SELL: 2>)
[CANCELLED] 1712717056918251588 ('IGM', <Side.BUY: 1>)
[CANCELLED] 1712717056918251589 ('IGM', <Side.SELL: 2>)
[CANCELLED] 1712717056918251590 ('IGM', <Side.BUY: 1>)
[CANCELLED] 1712717056918251591 ('IGM', <Side.SELL: 2>)
[CANCELLED] 1712717056918251567 ('BRV', <Side.BUY: 1>)
[CANCELLED] 1712717056918251592 ('BRV', <Side.BUY: 1>)
[CANCELLED] 1712717056918251594 ('BRV', <Side.BUY: 1>)
[CANCELLED] 1712717056918251596 ('BRV', <Side.BUY: 1>)
1712717056918251600 ('MKU', <Side.BUY: 1>) 2 4593 0
1712717056918251598 ('EPT', <Side.BUY: 1>) 1 5040 0
1712717056918251602 ('BRV', <Side.BUY: 1>) 2 4221 0
1712717056918251615 ('MKU', <Side.BUY: 1>) 2 4573 0
[CANCELLED] 1712717056918251603 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712717056918251604 ('EPT', <Side.SELL: 2>)
[CANCELLED] 1712717056918251605 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712717056918251606 ('EPT', <Side.SELL: 2>)
[CANCELLED] 1712717056918251607 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712717056918251608 ('EPT', <Side.SELL: 2>)
[CANCELLED] 1712717056918251599 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712717056918251609 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712717056918251610 ('DLO', <Side.SELL: 2>)
[CANCELLED] 1712717056918251611 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712717056918251612 ('DLO', <Side.SELL: 2>)
[CANCELLED] 1712717056918251613 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712717056918251614 ('DLO', <Side.SELL: 2>)
1712717056918251634 ('DLO', <Side.BUY: 1>) 2 4447 2
[CANCELLED] 1712717056918251616 ('MKU', <Side.SELL: 2>)
[CANCELLED] 1712717056918251617 ('MKU', <Side.BUY: 1>)
[CANCELLED] 1712717056918251618 ('MKU', <Side.SELL: 2>)
[CANCELLED] 1712717056918251619 ('MKU', <Side.BUY: 1>)
[CANCELLED] 1712717056918251620 ('MKU', <Side.SELL: 2>)
1712717056918251635 ('MKU', <Side.BUY: 1>) 2 4573 12
[CANCELLED] 1712717056918251601 ('IGM', <Side.BUY: 1>)
[CANCELLED] 1712717056918251621 ('IGM', <Side.BUY: 1>)
[CANCELLED] 1712717056918251622 ('IGM', <Side.SELL: 2>)
[CANCELLED] 1712717056918251623 ('IGM', <Side.BUY: 1>)
[CANCELLED] 1712717056918251624 ('IGM', <Side.SELL: 2>)
[CANCELLED] 1712717056918251625 ('IGM', <Side.BUY: 1>)
[CANCELLED] 1712717056918251626 ('IGM', <Side.SELL: 2>)
1712717056918251636 ('IGM', <Side.BUY: 1>) 1 5374 9
[CANCELLED] 1712717056918251627 ('BRV', <Side.BUY: 1>)
[CANCELLED] 1712717056918251628 ('BRV', <Side.SELL: 2>)
[CANCELLED] 1712717056918251629 ('BRV', <Side.BUY: 1>)
[CANCELLED] 1712717056918251630 ('BRV', <Side.SELL: 2>)
[CANCELLED] 1712717056918251631 ('BRV', <Side.BUY: 1>)
[CANCELLED] 1712717056918251632 ('BRV', <Side.SELL: 2>)
1712717056918251637 ('BRV', <Side.BUY: 1>) 2 4212 35
1712717056918251656 ('IGM', <Side.BUY: 1>) 2 5363 0
1712717056918251658 ('IGM', <Side.BUY: 1>) 2 5343 0
1712717056918251639 ('EPT', <Side.SELL: 2>) 2 5081 0
1712717056918251660 ('IGM', <Side.BUY: 1>) 2 5323 0
1712717056918251641 ('EPT', <Side.SELL: 2>) 2 5101 0
1712717056918251650 ('MKU', <Side.BUY: 1>) 2 4565 0
[CANCELLED] 1712717056918251633 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712717056918251638 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712717056918251640 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712717056918251642 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712717056918251643 ('EPT', <Side.SELL: 2>)
[CANCELLED] 1712717056918251644 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712717056918251645 ('DLO', <Side.SELL: 2>)
[CANCELLED] 1712717056918251646 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712717056918251647 ('DLO', <Side.SELL: 2>)
[CANCELLED] 1712717056918251648 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712717056918251649 ('DLO', <Side.SELL: 2>)
[CANCELLED] 1712717056918251651 ('MKU', <Side.SELL: 2>)
[CANCELLED] 1712717056918251652 ('MKU', <Side.BUY: 1>)
[CANCELLED] 1712717056918251653 ('MKU', <Side.SELL: 2>)
[CANCELLED] 1712717056918251654 ('MKU', <Side.BUY: 1>)
[CANCELLED] 1712717056918251655 ('MKU', <Side.SELL: 2>)
[CANCELLED] 1712717056918251657 ('IGM', <Side.SELL: 2>)
[CANCELLED] 1712717056918251659 ('IGM', <Side.SELL: 2>)
[CANCELLED] 1712717056918251661 ('IGM', <Side.SELL: 2>)
1712717056918251665 ('IGM', <Side.BUY: 1>) 1 5281 2
1712717056918251666 ('BRV', <Side.BUY: 1>) 2 4167 0
1712717056918251664 ('MKU', <Side.BUY: 1>) 2 4566 0
1712717056918251691 ('BRV', <Side.BUY: 1>) 2 4147 0
1712717056918251662 ('EPT', <Side.BUY: 1>) 1 5100 0
[CANCELLED] 1712717056918251667 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712717056918251668 ('EPT', <Side.SELL: 2>)
[CANCELLED] 1712717056918251669 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712717056918251670 ('EPT', <Side.SELL: 2>)
[CANCELLED] 1712717056918251671 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712717056918251672 ('EPT', <Side.SELL: 2>)
1712717056918251697 ('EPT', <Side.BUY: 1>) 1 5097 8
[CANCELLED] 1712717056918251663 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712717056918251673 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712717056918251674 ('DLO', <Side.SELL: 2>)
[CANCELLED] 1712717056918251675 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712717056918251676 ('DLO', <Side.SELL: 2>)
[CANCELLED] 1712717056918251677 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712717056918251678 ('DLO', <Side.SELL: 2>)
1712717056918251698 ('DLO', <Side.BUY: 1>) 2 4438 2
[CANCELLED] 1712717056918251679 ('MKU', <Side.BUY: 1>)
[CANCELLED] 1712717056918251680 ('MKU', <Side.SELL: 2>)
[CANCELLED] 1712717056918251681 ('MKU', <Side.BUY: 1>)
[CANCELLED] 1712717056918251682 ('MKU', <Side.SELL: 2>)
[CANCELLED] 1712717056918251683 ('MKU', <Side.BUY: 1>)
[CANCELLED] 1712717056918251684 ('MKU', <Side.SELL: 2>)
1712717056918251699 ('MKU', <Side.BUY: 1>) 1 4547 22
[CANCELLED] 1712717056918251685 ('IGM', <Side.BUY: 1>)
[CANCELLED] 1712717056918251686 ('IGM', <Side.SELL: 2>)
[CANCELLED] 1712717056918251687 ('IGM', <Side.BUY: 1>)
[CANCELLED] 1712717056918251688 ('IGM', <Side.SELL: 2>)
[CANCELLED] 1712717056918251689 ('IGM', <Side.BUY: 1>)
[CANCELLED] 1712717056918251690 ('IGM', <Side.SELL: 2>)
[CANCELLED] 1712717056918251692 ('BRV', <Side.SELL: 2>)
[CANCELLED] 1712717056918251693 ('BRV', <Side.BUY: 1>)
[CANCELLED] 1712717056918251694 ('BRV', <Side.SELL: 2>)
[CANCELLED] 1712717056918251695 ('BRV', <Side.BUY: 1>)
[CANCELLED] 1712717056918251696 ('BRV', <Side.SELL: 2>)
1712717056918251701 ('BRV', <Side.BUY: 1>) 2 4137 31
1712717056918251714 ('MKU', <Side.BUY: 1>) 2 4542 7
1712717056918251700 ('IGM', <Side.BUY: 1>) 1 5314 0
1712717056918251720 ('IGM', <Side.BUY: 1>) 2 5294 0
1712717056918251722 ('IGM', <Side.BUY: 1>) 2 5274 0
[CANCELLED] 1712717056918251702 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712717056918251703 ('EPT', <Side.SELL: 2>)
[CANCELLED] 1712717056918251704 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712717056918251705 ('EPT', <Side.SELL: 2>)
[CANCELLED] 1712717056918251706 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712717056918251707 ('EPT', <Side.SELL: 2>)
[CANCELLED] 1712717056918251708 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712717056918251709 ('DLO', <Side.SELL: 2>)
[CANCELLED] 1712717056918251710 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712717056918251711 ('DLO', <Side.SELL: 2>)
[CANCELLED] 1712717056918251712 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712717056918251713 ('DLO', <Side.SELL: 2>)
[CANCELLED] 1712717056918251715 ('MKU', <Side.SELL: 2>)
[CANCELLED] 1712717056918251716 ('MKU', <Side.BUY: 1>)
[CANCELLED] 1712717056918251717 ('MKU', <Side.SELL: 2>)
[CANCELLED] 1712717056918251718 ('MKU', <Side.BUY: 1>)
[CANCELLED] 1712717056918251719 ('MKU', <Side.SELL: 2>)
[CANCELLED] 1712717056918251721 ('IGM', <Side.SELL: 2>)
[CANCELLED] 1712717056918251723 ('IGM', <Side.SELL: 2>)
[CANCELLED] 1712717056918251724 ('IGM', <Side.BUY: 1>)
1712717056918251728 ('IGM', <Side.BUY: 1>) 1 5258 17
1712717056918251748 ('IGM', <Side.BUY: 1>) 2 5255 0
1712717056918251750 ('IGM', <Side.BUY: 1>) 2 5235 0
[CANCELLED] 1712717056918251725 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712717056918251730 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712717056918251731 ('EPT', <Side.SELL: 2>)
[CANCELLED] 1712717056918251732 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712717056918251733 ('EPT', <Side.SELL: 2>)
[CANCELLED] 1712717056918251734 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712717056918251735 ('EPT', <Side.SELL: 2>)
[CANCELLED] 1712717056918251726 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712717056918251736 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712717056918251737 ('DLO', <Side.SELL: 2>)
[CANCELLED] 1712717056918251738 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712717056918251739 ('DLO', <Side.SELL: 2>)
[CANCELLED] 1712717056918251740 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712717056918251741 ('DLO', <Side.SELL: 2>)
[CANCELLED] 1712717056918251727 ('MKU', <Side.BUY: 1>)
[CANCELLED] 1712717056918251742 ('MKU', <Side.BUY: 1>)
[CANCELLED] 1712717056918251743 ('MKU', <Side.SELL: 2>)
[CANCELLED] 1712717056918251744 ('MKU', <Side.BUY: 1>)
[CANCELLED] 1712717056918251745 ('MKU', <Side.SELL: 2>)
[CANCELLED] 1712717056918251746 ('MKU', <Side.BUY: 1>)
[CANCELLED] 1712717056918251747 ('MKU', <Side.SELL: 2>)
[CANCELLED] 1712717056918251749 ('IGM', <Side.SELL: 2>)
[CANCELLED] 1712717056918251751 ('IGM', <Side.SELL: 2>)
[CANCELLED] 1712717056918251752 ('IGM', <Side.BUY: 1>)
[CANCELLED] 1712717056918251753 ('IGM', <Side.SELL: 2>)
[CANCELLED] 1712717056918251729 ('BRV', <Side.BUY: 1>)
[CANCELLED] 1712717056918251754 ('BRV', <Side.BUY: 1>)
[CANCELLED] 1712717056918251755 ('BRV', <Side.SELL: 2>)
[CANCELLED] 1712717056918251756 ('BRV', <Side.BUY: 1>)
[CANCELLED] 1712717056918251757 ('BRV', <Side.SELL: 2>)
[CANCELLED] 1712717056918251758 ('BRV', <Side.BUY: 1>)
[CANCELLED] 1712717056918251759 ('BRV', <Side.SELL: 2>)
1712717056918251760 ('EPT', <Side.BUY: 1>) 1 5115 0
1712717056918251765 ('EPT', <Side.BUY: 1>) 2 5095 0
1712717056918251784 ('IGM', <Side.SELL: 2>) 2 5246 0
[CANCELLED] 1712717056918251766 ('EPT', <Side.SELL: 2>)
[CANCELLED] 1712717056918251767 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712717056918251768 ('EPT', <Side.SELL: 2>)
[CANCELLED] 1712717056918251769 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712717056918251770 ('EPT', <Side.SELL: 2>)
1712717056918251787 ('EPT', <Side.BUY: 1>) 1 5084 15
[CANCELLED] 1712717056918251761 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712717056918251771 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712717056918251772 ('DLO', <Side.SELL: 2>)
[CANCELLED] 1712717056918251773 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712717056918251774 ('DLO', <Side.SELL: 2>)
[CANCELLED] 1712717056918251775 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712717056918251776 ('DLO', <Side.SELL: 2>)
[CANCELLED] 1712717056918251762 ('MKU', <Side.BUY: 1>)
[CANCELLED] 1712717056918251777 ('MKU', <Side.BUY: 1>)
[CANCELLED] 1712717056918251778 ('MKU', <Side.SELL: 2>)
[CANCELLED] 1712717056918251779 ('MKU', <Side.BUY: 1>)
[CANCELLED] 1712717056918251780 ('MKU', <Side.SELL: 2>)
[CANCELLED] 1712717056918251781 ('MKU', <Side.BUY: 1>)
[CANCELLED] 1712717056918251782 ('MKU', <Side.SELL: 2>)
[CANCELLED] 1712717056918251763 ('IGM', <Side.BUY: 1>)
[CANCELLED] 1712717056918251783 ('IGM', <Side.BUY: 1>)
[CANCELLED] 1712717056918251785 ('IGM', <Side.BUY: 1>)
[CANCELLED] 1712717056918251786 ('IGM', <Side.SELL: 2>)
[CANCELLED] 1712717056918251764 ('BRV', <Side.BUY: 1>)
1712717056918251811 ('IGM', <Side.SELL: 2>) 2 5253 -3
1712717056918251792 ('EPT', <Side.BUY: 1>) 2 5079 0
1712717056918251794 ('EPT', <Side.BUY: 1>) 2 5059 0
1712717056918251789 ('MKU', <Side.BUY: 1>) 1 4551 0
1712717056918251788 ('DLO', <Side.BUY: 1>) 2 4440 0
[CANCELLED] 1712717056918251793 ('EPT', <Side.SELL: 2>)
[CANCELLED] 1712717056918251795 ('EPT', <Side.SELL: 2>)
